date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
10-27,36.3,47.2,31.9,42.0,51.8,34.3,25.5,42.6,51.0,51.8,49.7,33.7,59.5,34.1,5.7,69.6,25.2,,5.7,25.4,34.0,49.9,54.9,69.6,42.0
10-28,36.6,45.8,30.9,42.1,51.8,33.2,25.8,42.2,50.0,51.2,48.3,34.0,57.7,34.6,5.4,68.7,24.7,,5.4,25.4,33.8,48.6,54.2,68.7,42.1
10-29,38.4,46.1,31.0,41.3,50.4,31.8,27.7,41.7,49.0,50.4,55.8,33.2,57.1,34.6,5.4,69.0,27.5,,5.4,27.6,33.0,49.3,56.3,69.0,41.3
10-30,38.5,44.8,30.3,41.3,52.2,31.1,32.5,40.9,49.3,50.6,52.7,32.7,56.4,34.7,5.7,68.2,27.5,,5.7,29.2,32.7,49.5,54.2,68.2,40.9
10-31,39.6,46.8,29.7,41.0,53.2,30.4,34.2,41.2,48.6,50.2,53.8,32.8,54.7,34.9,5.5,67.7,27.5,,5.5,28.8,33.9,48.9,54.1,67.7,41.0
11-01,38.1,44.5,30.7,41.1,53.5,30.9,36.2,41.4,49.1,52.9,61.8,32.2,54.6,35.4,5.2,67.6,27.2,,5.2,29.3,34.8,49.8,57.5,67.6,41.1
11-02,37.5,43.8,33.7,40.5,53.5,30.6,36.3,42.7,47.3,53.9,61.6,32.1,54.2,35.3,5.1,67.4,26.7,,5.1,29.0,35.0,48.6,57.2,67.4,40.5
11-03,37.6,43.1,55.9,40.6,53.0,30.7,36.3,43.4,48.1,53.2,60.9,31.8,55.8,34.9,5.3,68.1,25.8,,5.3,28.8,36.0,53.0,57.9,68.1,43.1
11-04,38.4,41.7,53.8,40.4,53.0,30.7,35.5,44.2,48.3,53.0,58.9,37.1,56.0,35.0,5.8,67.2,25.1,,5.8,28.4,36.8,53.0,57.1,67.2,41.7
11-05,38.8,40.7,51.9,40.0,52.0,30.6,35.0,42.2,48.9,53.2,60.7,35.1,55.2,35.0,6.1,66.2,25.0,,6.1,28.3,35.1,52.0,57.4,66.2,40.7
11-06,38.2,38.3,50.5,40.1,52.2,30.3,34.9,42.3,49.2,52.9,60.8,35.3,55.3,35.1,6.1,65.5,24.7,,6.1,28.1,35.3,50.9,57.5,65.5,40.1
11-07,37.9,36.8,49.6,41.1,51.6,29.9,33.9,41.9,52.6,53.0,60.9,35.7,54.8,35.4,5.9,65.0,24.9,,5.9,27.9,35.6,51.8,57.3,65.0,41.1
11-08,39.2,36.0,48.5,40.6,51.3,30.1,34.4,43.7,58.1,52.7,59.8,35.2,54.2,35.1,5.6,64.7,25.6,,5.6,28.3,35.2,51.5,58.8,64.7,40.6
11-09,39.7,36.1,47.9,39.8,50.4,30.3,34.6,43.4,58.6,52.4,58.7,35.0,53.0,35.1,5.2,64.2,25.6,,5.2,28.4,35.1,50.8,58.6,64.2,39.8
11-10,38.2,37.9,48.2,38.9,50.0,29.0,34.8,44.4,58.2,52.0,58.1,35.6,51.4,35.4,5.0,63.7,25.5,,5.0,27.6,35.6,50.2,58.2,63.7,38.9
11-11,38.7,35.5,48.4,37.9,49.3,29.6,35.3,46.4,58.3,52.3,57.6,35.9,50.4,35.2,5.4,64.3,25.7,,5.4,28.1,35.4,49.5,57.9,64.3,38.7
11-12,39.0,38.5,47.8,38.3,49.0,28.5,35.7,44.7,56.3,52.6,56.5,35.6,49.4,35.2,5.2,64.8,25.7,,5.2,27.4,35.7,49.0,56.4,64.8,39.0
11-13,38.4,38.0,51.4,37.0,49.4,28.4,35.5,46.4,57.3,52.6,56.0,34.8,48.8,34.9,5.3,65.8,25.6,,5.3,27.3,35.4,49.8,56.5,65.8,38.4
11-14,38.3,38.2,52.2,37.4,49.1,29.0,36.1,46.2,55.9,52.8,55.0,34.9,47.9,35.2,5.5,65.6,25.7,,5.5,27.7,36.0,49.7,55.4,65.6,38.3
11-15,37.4,38.2,49.7,36.9,47.6,29.1,35.1,47.2,55.6,51.9,54.0,34.7,47.5,35.2,5.4,65.3,25.5,,5.4,27.7,35.2,48.0,54.6,65.3,38.2
11-16,36.7,37.5,48.9,36.4,47.8,28.2,36.4,47.0,56.5,52.5,53.6,34.1,46.7,35.5,5.3,64.9,26.4,,5.3,27.4,36.2,48.0,54.7,64.9,37.5
11-17,38.3,35.2,48.0,36.4,48.5,28.5,35.6,46.3,55.8,52.1,53.1,33.4,46.5,34.8,13.3,64.7,28.8,,13.3,28.7,35.2,48.1,54.2,64.7,38.3
11-18,36.4,35.6,47.3,35.7,48.7,28.6,36.5,45.0,55.2,52.4,52.1,36.5,45.8,35.1,18.2,64.3,32.0,,18.2,30.6,35.7,47.5,53.5,64.3,36.5
11-19,37.3,33.8,49.1,35.2,48.2,29.2,37.3,45.4,55.7,52.5,51.6,36.6,45.4,34.7,26.7,63.5,34.0,,26.7,32.0,35.1,48.4,53.8,63.5,37.3
11-20,36.1,35.0,49.6,34.7,47.8,29.6,39.5,45.8,54.3,52.4,50.5,36.9,44.6,34.6,28.9,63.3,35.2,,28.9,32.6,35.2,48.1,53.2,63.3,39.5
11-21,37.2,35.2,48.3,34.5,47.9,28.9,39.9,45.0,54.7,52.8,50.6,36.1,43.4,35.1,30.0,63.0,36.1,,28.9,32.7,35.9,48.0,53.6,63.0,39.9
11-22,34.9,34.3,47.2,34.2,48.1,28.7,39.4,46.5,55.0,52.6,51.2,40.1,42.4,35.2,29.5,62.7,37.6,,28.7,32.3,35.1,47.4,53.6,62.7,40.1
11-23,34.3,31.7,46.8,34.0,48.5,28.8,39.1,45.8,54.1,52.8,51.4,39.7,41.9,35.6,28.9,62.3,38.5,,28.8,30.6,35.4,47.1,53.3,62.3,39.7
11-24,34.2,25.3,46.0,32.9,48.6,29.3,39.4,46.0,53.9,52.1,51.5,40.3,42.0,35.5,28.4,61.7,39.2,,25.3,28.9,35.2,46.5,52.8,61.7,40.3
11-25,36.2,22.8,45.3,33.3,48.2,29.0,39.3,45.9,53.0,51.2,51.7,40.2,42.4,35.5,27.9,61.2,39.5,,22.8,28.6,36.0,46.4,52.2,61.2,40.2
11-26,34.7,20.4,44.1,32.8,47.7,29.2,38.5,45.1,53.2,51.9,51.4,40.2,42.7,35.1,27.3,60.6,39.7,,20.4,28.4,35.1,45.6,52.4,60.6,40.2
11-27,35.6,20.4,44.5,32.5,48.0,28.9,38.9,45.7,54.1,51.4,51.1,39.7,42.6,35.1,27.0,60.1,39.6,,20.4,28.2,35.5,46.2,52.5,60.1,39.7
11-28,34.9,19.0,43.9,32.6,47.5,28.7,37.3,45.6,53.7,51.7,51.1,39.9,42.7,35.5,26.6,59.8,39.7,,19.0,27.9,35.4,46.0,52.5,59.8,39.9
11-29,34.2,19.1,44.0,31.9,47.5,29.0,37.3,45.4,53.8,51.6,51.4,39.8,43.0,35.5,25.5,59.6,40.0,,19.1,27.6,35.2,45.8,52.5,59.6,40.0
11-30,34.7,16.6,43.3,31.4,47.9,28.0,36.3,45.9,54.1,51.1,51.9,38.6,43.3,35.0,25.1,59.4,40.3,,16.6,26.9,34.9,46.3,52.8,59.4,40.3
12-01,34.3,16.0,44.1,31.0,47.4,28.9,36.0,44.7,54.1,51.0,51.8,38.2,42.9,35.2,24.7,59.5,40.4,,16.0,27.2,35.0,45.3,52.7,59.5,40.4
12-02,33.3,17.0,43.7,30.3,47.8,28.2,37.3,44.5,55.2,51.2,51.9,38.2,43.2,35.6,24.2,59.2,40.5,,17.0,26.6,35.1,45.1,53.2,59.2,40.5
12-03,33.8,17.9,44.4,29.0,47.9,28.7,41.9,43.5,53.0,51.1,51.6,37.2,43.3,35.4,22.6,59.4,40.8,,17.9,26.3,35.1,45.1,52.1,59.4,41.9
12-04,33.3,16.3,44.0,21.2,47.5,28.0,42.3,43.9,51.7,50.5,52.2,37.2,43.8,35.6,19.4,59.1,40.7,,16.3,20.5,35.1,44.7,51.9,59.1,42.3
12-05,33.1,17.5,43.5,16.7,46.9,27.7,40.8,43.9,53.3,50.2,52.3,36.5,44.1,35.7,17.2,59.0,41.3,,16.7,17.4,35.2,44.6,52.7,59.0,41.3
12-06,31.5,17.7,43.9,16.7,47.6,28.3,40.7,43.4,52.7,50.2,52.6,36.1,43.9,36.5,16.9,58.8,41.6,,16.7,17.3,35.2,44.7,52.6,58.8,41.6
12-07,31.4,17.4,43.0,16.3,47.4,27.7,41.3,44.1,52.7,49.8,52.5,36.0,44.3,36.2,16.6,58.7,42.2,,16.3,17.1,35.1,44.9,52.6,58.7,42.2
12-08,31.7,19.1,43.1,15.5,47.7,27.7,41.2,43.5,54.1,49.7,51.9,35.5,44.9,36.1,16.5,58.2,42.6,,15.5,18.1,34.7,45.4,52.7,58.2,42.6
12-09,31.7,17.6,42.6,15.6,47.6,27.8,41.3,44.0,53.7,49.2,52.7,35.1,44.6,36.5,16.3,57.8,43.2,,15.6,17.1,34.4,45.2,53.1,57.8,42.6
12-10,31.8,19.7,41.6,15.8,47.5,27.2,40.0,44.4,53.3,49.9,52.1,34.9,44.9,36.7,15.7,57.6,43.6,,15.7,18.1,34.3,45.4,52.6,57.6,41.6
12-11,31.4,18.1,40.7,14.9,47.7,26.9,39.9,42.8,56.4,49.8,52.3,34.7,44.4,36.8,15.5,57.7,43.9,,14.9,17.0,34.0,45.1,54.0,57.7,40.7
12-12,31.6,18.9,40.2,15.1,48.1,26.5,38.7,42.6,55.8,49.6,52.5,33.5,45.0,36.6,15.4,57.5,44.6,,15.1,17.5,33.1,45.6,53.8,57.5,40.2
12-13,30.6,20.2,39.8,14.4,47.6,26.0,38.6,42.6,56.1,49.4,52.8,33.0,44.8,37.0,14.8,57.5,44.7,,14.4,18.1,32.6,45.4,54.1,57.5,39.8
12-14,31.2,20.1,39.3,14.8,48.0,25.8,39.3,41.2,56.0,49.7,52.2,32.1,45.0,37.3,14.5,57.5,45.0,,14.5,18.0,31.9,45.6,53.7,57.5,39.3
12-15,30.5,21.0,39.6,15.0,47.5,26.3,38.3,43.1,55.7,49.7,52.4,31.9,44.6,37.1,14.6,57.6,45.1,,14.6,18.6,31.7,45.6,53.7,57.6,39.6
12-16,31.1,20.5,39.8,15.1,47.6,25.4,38.7,42.2,55.3,50.0,60.8,30.8,44.7,37.4,14.9,57.7,45.4,,14.9,18.3,31.0,45.9,56.3,60.8,39.8
12-17,31.0,20.3,39.6,15.5,48.5,25.2,39.3,41.4,55.9,49.5,61.7,29.7,45.0,37.5,14.7,57.7,45.8,,14.7,18.4,30.7,46.4,56.6,61.7,39.6
12-18,30.3,19.4,39.3,16.0,48.3,25.2,38.1,41.5,55.6,49.8,60.3,28.5,44.9,37.8,14.6,57.9,45.6,,14.6,18.0,29.9,46.2,56.5,60.3,39.3
12-19,30.9,19.6,39.6,15.8,47.9,25.1,39.7,41.9,55.6,49.4,59.8,26.3,44.9,37.7,14.8,58.0,46.0,,14.8,18.1,30.0,46.4,56.6,59.8,39.7
12-20,30.0,20.0,39.1,16.8,48.2,25.1,38.2,42.7,55.5,49.2,59.4,25.4,44.8,37.7,15.0,57.9,46.1,,15.0,18.7,29.1,46.5,56.4,59.4,39.1
12-21,30.4,19.9,39.7,16.5,48.4,24.3,39.4,41.5,55.7,50.1,59.4,25.3,45.3,37.5,15.2,58.2,46.3,,15.2,18.5,29.4,46.7,56.7,59.4,39.7
12-22,30.7,19.1,39.4,16.7,48.4,25.4,38.8,40.7,55.4,50.0,59.6,25.7,44.9,37.4,15.6,58.2,46.5,,15.6,18.1,29.7,46.9,56.5,59.6,39.4
12-23,30.7,20.6,39.4,16.3,48.0,23.9,39.0,40.3,56.0,50.7,59.3,25.1,45.4,37.8,15.7,58.2,46.4,,15.7,18.9,29.6,46.8,56.9,59.3,39.4
12-24,30.8,20.5,39.3,16.5,47.9,24.1,39.8,41.8,55.7,50.0,59.1,25.2,45.4,37.8,15.8,58.3,46.4,,15.8,18.9,29.7,46.7,56.7,59.1,39.8
12-25,30.4,20.9,39.8,17.0,48.3,24.6,38.5,41.8,55.3,50.1,58.9,25.2,45.6,37.8,16.1,58.6,46.5,,16.1,19.3,29.4,46.9,56.6,58.9,39.8
12-26,30.6,19.3,39.4,17.0,47.8,24.4,39.8,42.3,55.6,50.3,59.1,25.1,45.6,38.3,16.5,58.6,47.0,,16.5,18.4,29.5,47.2,56.8,59.1,39.8
12-27,29.9,21.7,39.5,17.0,48.3,24.5,39.6,41.9,57.0,50.8,59.1,24.6,45.7,37.8,16.5,58.7,47.0,,16.5,19.8,28.8,47.3,57.7,59.1,39.6
12-28,30.3,20.4,40.1,17.6,48.7,23.4,38.5,41.8,57.2,50.8,58.8,24.7,45.6,37.9,16.7,59.1,47.1,,16.7,19.3,29.2,47.4,57.8,59.1,40.1
12-29,31.1,20.7,40.3,17.8,48.3,23.6,40.3,41.0,56.6,51.0,58.9,25.6,45.7,37.7,16.6,59.1,47.4,,16.6,19.5,30.0,47.6,57.6,59.1,40.3
12-30,30.3,20.5,39.7,17.5,48.9,23.7,39.1,41.5,57.3,51.2,59.0,25.2,46.2,37.6,16.7,59.3,47.3,,16.7,19.3,29.3,47.6,57.9,59.3,39.7
12-31,30.8,19.1,40.4,17.6,48.6,24.0,40.3,41.8,56.3,51.0,58.6,25.3,46.1,37.8,16.7,59.3,47.6,,16.7,18.5,29.7,47.8,57.2,59.3,40.4
01-01,30.4,20.7,40.0,17.6,48.4,24.2,39.0,41.4,56.6,51.1,58.8,24.9,46.6,38.0,16.2,59.4,47.6,,16.2,19.5,29.3,47.8,57.5,59.4,40.0
01-02,29.9,20.7,39.8,17.3,48.9,23.6,39.6,41.3,56.4,50.3,58.4,25.2,46.2,37.8,16.4,59.4,48.0,,16.4,19.3,29.0,48.2,57.2,59.4,39.8
01-03,30.5,19.8,40.3,17.2,48.3,23.0,39.1,42.6,56.7,50.7,58.6,24.1,46.2,37.9,16.2,59.4,48.1,,16.2,18.8,29.3,48.2,57.5,59.4,40.3
01-04,30.0,20.1,40.3,17.7,48.0,23.8,39.7,41.3,57.0,51.3,58.4,24.3,46.5,37.8,16.4,59.6,48.6,,16.4,19.2,28.8,48.1,57.5,59.6,40.3
01-05,28.9,19.4,40.2,17.5,48.5,23.6,38.6,42.0,55.8,50.4,58.6,23.8,46.2,37.8,16.6,59.6,48.7,,16.6,18.7,27.9,48.5,56.9,59.6,40.2
01-06,29.0,22.0,40.1,17.7,48.0,23.1,40.1,40.7,56.3,51.1,58.5,23.9,46.3,37.8,16.7,59.5,54.6,,16.7,20.3,28.0,48.6,57.2,59.5,40.1
01-07,29.4,20.3,40.3,17.9,48.5,22.7,40.0,41.8,57.1,50.7,58.5,23.6,46.5,37.8,16.8,59.6,54.8,,16.8,19.3,28.2,48.9,57.7,59.6,40.3
01-08,30.5,20.6,40.5,18.4,47.8,23.0,38.4,42.5,56.4,50.5,57.7,24.1,46.3,38.0,17.1,59.6,54.9,,17.1,19.7,29.2,48.3,56.9,59.6,40.5
01-09,30.2,20.9,40.4,18.1,48.6,23.2,38.6,40.2,56.3,50.4,57.6,23.7,46.1,37.8,16.3,59.6,55.6,,16.3,19.8,28.9,48.9,56.8,59.6,40.2
01-10,29.8,22.1,40.3,18.8,48.8,22.7,39.2,41.7,56.8,50.6,58.0,23.7,46.5,38.0,16.5,59.7,55.8,,16.5,20.8,28.6,49.2,57.3,59.7,40.3
01-11,29.8,21.6,40.6,19.2,48.9,23.2,39.1,41.5,57.0,51.2,57.7,24.4,46.7,38.0,16.8,59.7,56.1,,16.8,20.6,28.7,49.4,57.3,59.7,40.6
01-12,30.4,22.8,40.2,18.8,48.8,23.0,38.9,41.4,57.0,51.1,58.0,24.4,47.0,37.9,16.7,59.7,56.4,,16.7,21.2,29.2,49.3,57.4,59.7,40.2
01-13,28.9,20.8,40.2,19.2,47.8,22.8,38.6,41.6,57.3,50.9,57.9,24.7,47.0,38.1,16.1,59.6,56.8,,16.1,20.1,28.0,48.4,57.5,59.6,40.2
01-14,29.0,23.4,40.1,19.8,48.5,22.4,39.4,41.4,57.5,50.4,58.1,24.7,47.1,37.8,16.3,59.6,56.8,,16.3,21.4,28.1,48.9,57.7,59.6,40.1
01-15,28.7,21.6,40.7,19.8,48.4,22.2,38.5,41.3,57.3,51.3,58.3,25.0,47.2,37.7,16.0,59.6,57.2,,16.0,20.9,28.0,49.0,57.7,59.6,40.7
01-16,28.4,23.7,40.1,20.2,48.7,23.0,37.8,42.3,57.1,51.2,58.3,25.0,47.4,37.7,16.7,59.7,63.0,,16.7,21.9,27.8,49.2,58.9,63.0,40.1
01-17,29.9,23.4,40.4,20.4,48.4,22.1,37.7,41.3,57.3,51.7,58.1,25.1,47.2,37.6,16.6,59.6,63.2,,16.6,21.4,28.9,49.1,58.7,63.2,40.4
01-18,29.4,23.9,40.2,20.8,48.8,21.7,38.4,41.7,57.5,51.2,59.0,25.2,47.7,37.9,16.5,59.6,63.5,,16.5,21.3,28.6,49.2,59.2,63.5,40.2
01-19,29.4,22.5,40.9,20.4,49.2,21.7,38.3,41.5,57.8,51.3,57.9,25.1,47.9,37.8,16.6,59.7,63.5,,16.6,21.2,28.5,49.6,58.6,63.5,40.9
01-20,29.7,25.2,40.4,20.6,49.0,21.8,37.2,42.0,58.1,51.6,58.7,25.0,47.6,37.5,16.2,59.6,63.7,,16.2,21.3,28.8,49.5,59.1,63.7,40.4
01-21,29.1,23.3,39.9,20.7,48.4,21.5,38.5,41.3,58.2,51.2,58.9,25.0,47.7,37.7,16.6,59.5,63.9,,16.6,21.1,28.3,48.9,59.1,63.9,39.9
01-22,29.8,23.8,40.6,21.7,47.8,20.8,37.8,42.1,58.2,51.7,58.4,25.4,47.7,37.3,16.7,59.4,64.1,,16.7,21.3,28.9,48.6,58.8,64.1,40.6
01-23,29.2,25.6,39.9,21.9,48.5,21.6,38.5,41.8,57.6,52.2,59.0,25.4,48.2,37.8,17.1,59.2,64.2,,17.1,21.8,28.5,49.2,59.1,64.2,39.9
01-24,29.1,25.6,40.4,22.8,48.0,21.5,38.3,40.6,58.5,51.9,58.8,25.6,48.2,37.3,16.7,59.3,64.3,,16.7,22.3,28.4,49.0,59.0,64.3,40.4
01-25,28.7,26.4,40.4,23.2,48.1,21.5,37.9,41.5,57.7,52.5,59.0,25.4,47.9,37.7,16.5,59.4,64.3,,16.5,22.5,28.2,49.0,59.2,64.3,40.4
01-26,28.3,26.9,40.6,23.9,48.4,22.0,37.2,41.9,58.1,51.9,59.3,25.4,48.0,37.6,16.5,59.2,64.7,,16.5,23.1,28.0,49.1,59.2,64.7,40.6
01-27,28.9,26.2,40.7,23.7,48.2,21.7,36.6,42.1,58.2,52.1,58.9,25.6,48.8,37.5,16.8,59.2,64.8,,16.8,22.9,28.3,49.5,59.0,64.8,40.7
01-28,29.0,28.2,39.5,24.3,47.5,21.6,37.9,41.5,58.3,52.3,59.1,25.6,48.5,37.3,17.1,58.9,65.0,,17.1,23.2,28.8,49.2,59.0,65.0,39.5
01-29,29.1,28.1,39.7,24.9,47.6,20.9,36.7,41.3,58.0,52.2,58.7,25.6,48.9,37.8,16.9,59.1,64.8,,16.9,23.3,28.9,49.5,58.8,64.8,39.7
01-30,28.8,26.9,39.8,25.1,48.1,21.7,36.5,40.7,58.4,52.5,59.1,25.4,48.9,37.5,17.1,58.9,64.9,,17.1,23.8,28.4,49.6,59.0,64.9,39.8
01-31,28.2,27.6,40.5,25.9,47.3,21.7,37.4,40.6,59.5,52.6,59.2,25.9,48.8,37.6,17.4,58.8,65.0,,17.4,24.2,28.1,49.6,59.3,65.0,40.5
02-01,28.4,26.3,40.9,26.8,47.8,20.9,37.1,39.9,58.4,53.4,58.8,25.8,48.8,37.3,17.4,58.5,65.1,,17.4,23.8,28.1,49.7,58.7,65.1,39.9
02-02,28.1,28.0,40.8,26.5,47.9,22.0,37.4,40.3,58.2,52.6,59.3,26.2,49.2,37.8,18.0,58.6,65.2,,18.0,24.5,28.1,49.9,58.9,65.2,40.3
02-03,28.4,28.5,40.3,27.0,48.3,21.8,37.7,41.9,58.4,53.4,59.2,26.5,49.8,38.3,18.0,58.6,65.2,,18.0,24.6,28.5,50.6,58.8,65.2,40.3
02-04,27.7,27.2,41.1,27.0,48.2,21.6,37.8,41.3,58.7,53.0,58.6,26.6,49.5,38.2,18.2,58.4,65.3,,18.2,24.6,27.6,50.2,58.6,65.3,41.1
02-05,28.1,27.1,40.8,27.3,47.3,22.0,36.7,41.1,59.5,53.8,59.1,27.0,49.7,38.4,18.0,58.2,65.3,,18.0,25.0,27.9,50.5,59.3,65.3,40.8
02-06,27.6,27.9,41.4,27.7,47.4,21.9,37.2,40.7,59.1,53.5,58.9,27.0,49.8,38.1,17.5,57.9,65.1,,17.5,24.9,27.9,50.6,59.0,65.1,40.7
02-07,27.9,27.6,41.1,27.8,47.4,22.3,36.8,40.4,58.5,54.4,59.0,27.0,50.2,37.7,18.2,57.7,65.3,,18.2,25.1,27.9,51.1,58.7,65.3,40.4
02-08,28.2,29.1,40.9,27.8,47.8,22.3,36.0,40.5,59.4,53.4,58.8,27.2,49.9,38.0,18.3,57.7,65.3,,18.3,25.2,29.0,50.6,59.0,65.3,40.5
02-09,27.5,27.5,41.0,27.7,47.3,21.9,36.9,40.0,60.9,53.6,59.2,27.7,49.9,37.8,18.6,57.3,65.3,,18.6,25.3,27.7,50.6,59.9,65.3,40.0
02-10,27.3,28.0,41.0,27.3,47.5,22.2,36.4,41.1,61.3,53.9,58.7,27.6,50.4,38.0,19.1,57.1,65.4,,19.1,25.3,27.9,51.1,59.8,65.4,41.0
02-11,27.6,27.6,40.6,28.4,47.6,21.9,37.3,39.7,62.4,54.5,58.9,27.8,50.1,38.4,19.7,56.9,65.4,,19.7,25.3,28.3,51.0,60.3,65.4,39.7
02-12,27.5,27.5,40.5,27.9,47.3,23.1,37.4,40.8,62.5,54.4,58.7,27.9,50.2,38.1,20.2,56.8,65.4,,20.2,25.7,27.9,51.1,60.2,65.4,40.5
