date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-29,41.5,84.9,74.1,64.1,76.2,53.7,69.8,48.2,38.7,66.0,61.3,,38.7,41.5,53.7,69.8,76.2,84.9,64.1
12-30,41.6,85.0,73.8,63.5,76.3,53.7,69.5,48.1,38.8,65.9,61.4,,38.8,41.6,53.7,69.5,76.3,85.0,63.5
12-31,41.5,85.0,73.5,68.4,76.3,53.7,69.6,48.4,38.7,66.1,61.5,,38.7,41.5,53.7,69.6,76.3,85.0,66.1
01-01,41.6,85.0,73.6,63.2,76.3,53.5,69.8,48.7,39.1,66.2,61.9,,39.1,41.6,53.5,69.8,76.3,85.0,63.2
01-02,42.2,84.9,73.8,63.5,76.4,53.4,69.6,50.0,39.0,66.2,61.9,,39.0,42.2,53.4,69.6,76.4,84.9,63.5
01-03,41.7,84.9,73.9,63.8,76.4,53.1,69.6,50.6,39.0,66.3,62.3,,39.0,41.7,53.1,69.6,76.4,84.9,63.8
01-04,42.1,84.7,73.9,63.8,76.4,48.6,69.6,51.1,39.1,66.3,62.2,,39.1,42.1,51.1,69.6,76.4,84.7,63.8
01-05,42.2,86.7,74.0,63.5,76.4,51.6,69.7,51.4,38.8,66.4,63.0,,38.8,42.2,51.6,69.7,76.4,86.7,63.5
01-06,41.3,84.8,73.7,63.5,76.8,51.4,69.5,51.8,38.9,66.7,63.1,,38.9,41.3,51.8,69.5,76.8,84.8,63.5
01-07,41.5,84.7,73.9,63.9,76.5,51.2,69.6,52.4,39.0,66.8,63.4,,39.0,41.5,52.4,69.6,76.5,84.7,63.9
01-08,41.7,84.5,74.2,63.7,76.6,51.1,69.6,52.7,39.2,66.8,63.4,,39.2,41.7,52.7,69.6,76.6,84.5,63.7
01-09,42.1,84.6,74.0,64.0,76.5,50.9,69.7,53.1,39.3,67.0,63.4,,39.3,42.1,53.1,69.7,76.5,84.6,64.0
01-10,41.6,84.6,73.9,64.1,76.9,51.1,69.7,53.3,38.9,67.2,63.5,,38.9,41.6,53.3,69.7,76.9,84.6,64.1
01-11,41.9,84.5,74.2,64.1,77.1,51.2,69.8,53.5,39.1,67.3,63.7,,39.1,41.9,53.5,69.8,77.1,84.5,64.1
01-12,41.6,84.6,74.0,64.1,77.3,51.6,70.0,53.4,38.9,67.1,64.1,,38.9,41.6,53.4,70.0,77.3,84.6,64.1
01-13,41.7,84.6,74.3,64.2,77.4,51.7,70.1,53.4,38.9,67.2,63.9,,38.9,41.7,53.4,70.1,77.4,84.6,64.2
01-14,41.6,84.6,74.5,63.9,77.8,52.0,70.1,53.7,38.8,67.4,64.1,,38.8,41.6,53.7,70.1,77.8,84.6,64.1
01-15,41.3,84.5,74.6,63.9,78.1,51.7,70.1,53.6,39.1,67.3,64.0,,39.1,41.3,53.6,70.1,78.1,84.5,64.0
01-16,41.6,84.5,74.6,64.6,78.5,52.0,70.3,54.1,39.0,67.2,64.1,,39.0,41.6,54.1,70.3,78.5,84.5,64.6
01-17,41.5,84.6,74.6,64.2,78.4,52.1,70.3,54.1,38.8,67.4,63.9,,38.8,41.5,54.1,70.3,78.4,84.6,64.2
01-18,41.2,84.4,74.6,64.7,78.6,51.9,70.4,54.4,39.2,67.5,64.2,,39.2,41.2,54.4,70.4,78.6,84.4,64.7
01-19,42.1,84.4,74.3,64.5,78.8,52.1,70.3,54.2,38.8,67.3,64.2,,38.8,42.1,54.2,70.3,78.8,84.4,64.5
01-20,41.9,84.5,74.5,64.3,79.0,52.0,70.5,54.3,39.1,67.3,64.3,,39.1,41.9,54.3,70.5,79.0,84.5,64.3
01-21,41.6,84.3,74.6,64.8,79.0,52.3,70.8,54.5,39.0,67.5,64.5,,39.0,41.6,54.5,70.8,79.0,84.3,64.8
01-22,41.7,84.3,74.4,65.2,79.2,52.3,70.7,54.0,39.2,67.6,64.4,,39.2,41.7,54.0,70.7,79.2,84.3,65.2
01-23,41.2,84.4,74.2,65.3,78.9,52.2,71.2,54.6,39.1,67.5,64.5,,39.1,41.2,54.6,71.2,78.9,84.4,65.3
01-24,41.4,84.4,74.0,65.2,79.1,52.3,71.4,54.3,38.9,67.3,64.2,,38.9,41.4,54.3,71.4,79.1,84.4,65.2
01-25,41.7,84.2,73.8,65.3,79.2,52.4,71.7,54.2,38.8,67.6,64.5,,38.8,41.7,54.2,71.7,79.2,84.2,65.3
01-26,42.0,84.2,73.8,65.1,79.1,52.4,72.2,54.4,39.0,67.5,64.5,,39.0,42.0,54.4,72.2,79.1,84.2,65.1
01-27,41.0,84.2,73.8,65.0,79.2,52.5,72.4,54.6,38.9,67.4,64.6,,38.9,41.0,54.6,72.4,79.2,84.2,65.0
01-28,41.2,84.2,73.9,65.1,79.2,52.6,72.7,54.2,39.2,67.5,64.4,,39.2,41.2,54.2,72.7,79.2,84.2,65.1
01-29,42.0,84.0,74.0,65.4,79.2,52.2,73.2,54.8,39.7,67.3,64.5,,39.7,42.0,54.8,73.2,79.2,84.0,65.4
01-30,41.5,84.1,73.8,65.4,79.3,52.3,73.2,54.5,38.8,67.5,64.6,,38.8,41.5,54.5,73.2,79.3,84.1,65.4
01-31,42.0,84.2,74.0,65.6,79.2,52.3,73.4,54.7,39.4,67.4,64.6,,39.4,42.0,54.7,73.4,79.2,84.2,65.6
02-01,41.9,84.1,73.8,65.4,79.3,52.6,73.7,54.5,39.3,67.4,64.7,,39.3,41.9,54.5,73.7,79.3,84.1,65.4
02-02,41.7,84.1,74.1,65.9,79.2,52.7,73.5,54.5,39.2,67.2,64.8,,39.2,41.7,54.5,73.5,79.2,84.1,65.9
02-03,41.2,84.0,74.2,66.1,79.3,52.7,73.5,54.7,39.3,67.2,64.6,,39.3,41.2,54.7,73.5,79.3,84.0,66.1
02-04,41.7,84.0,74.2,66.1,79.5,52.8,73.4,54.9,39.5,67.2,64.8,,39.5,41.7,54.9,73.4,79.5,84.0,66.1
02-05,41.9,83.9,74.3,65.6,79.5,53.0,73.3,55.0,39.3,66.7,64.8,,39.3,41.9,55.0,73.3,79.5,83.9,65.6
02-06,41.4,84.1,74.4,66.4,79.5,53.1,73.6,55.0,39.7,66.9,64.9,,39.7,41.4,55.0,73.6,79.5,84.1,66.4
02-07,41.6,84.0,74.6,66.2,79.4,52.8,73.7,54.6,39.2,66.5,64.9,,39.2,41.6,54.6,73.7,79.4,84.0,66.2
02-08,41.4,83.9,74.6,66.2,79.2,53.2,73.4,54.8,39.4,66.3,64.9,,39.4,41.4,54.8,73.4,79.2,83.9,66.2
02-09,41.9,84.0,74.9,66.3,79.1,53.3,73.8,54.9,39.4,66.6,65.0,,39.4,41.9,54.9,73.8,79.1,84.0,66.3
02-10,41.6,83.8,74.8,66.3,79.4,53.3,73.7,54.8,39.7,66.2,64.9,,39.7,41.6,54.8,73.7,79.4,83.8,66.2
02-11,41.4,84.0,74.9,66.8,79.9,53.3,73.7,55.0,39.3,66.4,65.0,,39.3,41.4,55.0,73.7,79.9,84.0,66.4
02-12,41.4,83.9,74.9,66.6,80.0,53.3,73.9,54.7,39.7,66.5,65.0,,39.7,41.4,54.7,73.9,80.0,83.9,66.5
02-13,41.4,83.8,75.0,66.7,79.8,53.2,73.8,54.5,39.7,66.1,65.0,,39.7,41.4,54.5,73.8,79.8,83.8,66.1
02-14,40.9,85.8,75.2,66.4,79.9,53.6,73.7,54.9,39.7,66.0,65.1,,39.7,40.9,54.9,73.7,79.9,85.8,66.0
02-15,41.3,83.9,75.2,67.1,80.0,53.4,73.7,54.8,39.5,66.1,65.0,,39.5,41.3,54.8,73.7,80.0,83.9,66.1
02-16,41.1,83.8,75.3,67.1,80.1,53.3,74.0,55.0,39.4,66.3,65.0,,39.4,41.1,55.0,74.0,80.1,83.8,66.3
02-17,41.5,83.8,75.6,67.4,79.9,53.5,73.8,54.9,39.8,65.6,65.0,,39.8,41.5,54.9,73.8,79.9,83.8,65.6
02-18,41.6,83.9,75.4,68.1,80.1,53.8,73.8,54.9,39.9,66.0,65.1,,39.9,41.6,54.9,73.8,80.1,83.9,66.0
02-19,41.2,83.8,75.4,68.2,80.1,53.6,73.7,55.0,39.7,65.9,65.2,,39.7,41.2,55.0,73.7,80.1,83.8,65.9
02-20,40.8,83.9,75.6,68.4,80.1,53.4,73.6,55.1,39.8,65.9,65.1,,39.8,40.8,55.1,73.6,80.1,83.9,65.9
02-21,41.2,83.8,75.5,69.1,80.2,53.9,73.7,55.1,39.9,65.5,65.3,,39.9,41.2,55.1,73.7,80.2,83.8,65.5
02-22,41.3,84.0,75.4,69.4,80.2,53.6,73.9,55.0,39.9,65.6,65.2,,39.9,41.3,55.0,73.9,80.2,84.0,65.6
02-23,41.0,83.9,75.6,70.1,80.2,53.5,73.8,55.0,40.2,65.5,65.3,,40.2,41.0,55.0,73.8,80.2,83.9,65.5
02-24,41.4,84.0,75.9,70.3,80.4,53.7,73.9,55.1,39.6,65.6,65.2,,39.6,41.4,55.1,73.9,80.4,84.0,65.6
02-25,41.3,84.0,75.6,70.4,80.6,53.7,73.8,54.9,39.9,65.7,65.3,,39.9,41.3,54.9,73.8,80.6,84.0,65.7
02-26,41.3,84.0,75.6,71.3,80.4,53.4,73.8,55.0,40.2,65.6,65.5,,40.2,41.3,55.0,73.8,80.4,84.0,65.6
02-27,41.3,84.0,75.6,71.4,80.4,53.6,73.9,54.9,39.7,65.3,65.3,,39.7,41.3,54.9,73.9,80.4,84.0,65.3
02-28,40.8,84.3,75.6,71.3,80.3,53.4,73.8,55.3,39.9,65.3,65.3,,39.9,40.8,55.3,73.8,80.3,84.3,65.3
02-29,,,,72.0,,,,54.8,,,,,39.9,40.8,55.3,73.8,80.3,84.3,65.3
03-01,41.4,84.2,75.6,72.0,80.5,53.2,73.6,54.9,40.0,65.6,65.5,,40.0,41.4,54.9,73.6,80.5,84.2,65.6
03-02,40.7,84.0,75.6,71.9,80.7,53.3,73.7,54.9,40.1,65.6,65.5,,40.1,40.7,54.9,73.7,80.7,84.0,65.6
03-03,41.1,84.2,75.6,72.4,80.5,53.5,73.5,54.8,40.0,65.5,65.5,,40.0,41.1,54.8,73.5,80.5,84.2,65.5
03-04,41.0,84.2,75.5,72.7,80.7,53.4,73.9,55.0,40.1,65.5,65.5,,40.1,41.0,55.0,73.9,80.7,84.2,65.5
03-05,41.2,84.0,75.7,73.0,80.4,53.3,73.6,54.8,40.1,65.7,65.3,,40.1,41.2,54.8,73.6,80.4,84.0,65.7
03-06,41.7,84.1,75.4,73.1,80.7,53.4,73.8,55.1,40.3,65.8,65.7,,40.3,41.7,55.1,73.8,80.7,84.1,65.8
03-07,41.4,84.3,75.8,73.3,80.3,53.6,73.6,55.1,40.4,65.9,65.8,,40.4,41.4,55.1,73.6,80.3,84.3,65.9
03-08,41.3,84.2,75.9,73.6,80.3,53.3,73.8,55.1,40.2,66.0,65.8,,40.2,41.3,55.1,73.8,80.3,84.2,66.0
03-09,41.1,84.2,75.8,73.4,80.3,53.6,73.8,54.9,40.0,65.9,65.7,,40.0,41.1,54.9,73.8,80.3,84.2,65.9
03-10,41.8,84.3,75.7,74.0,80.3,53.4,74.1,55.2,40.3,66.1,65.5,,40.3,41.8,55.2,74.1,80.3,84.3,66.1
03-11,41.3,84.4,76.1,73.9,80.4,53.8,74.1,55.1,40.2,66.4,65.4,,40.2,41.3,55.1,74.1,80.4,84.4,66.4
03-12,41.1,84.5,75.8,74.1,80.7,53.6,74.1,55.3,39.9,66.7,65.7,,39.9,41.1,55.3,74.1,80.7,84.5,66.7
03-13,41.7,84.4,75.9,74.8,80.7,53.5,74.4,55.5,40.2,66.7,65.5,,40.2,41.7,55.5,74.8,80.7,84.4,66.7
03-14,41.2,84.7,75.9,74.9,80.5,53.7,74.4,55.2,39.8,66.8,65.8,,39.8,41.2,55.2,74.9,80.5,84.7,66.8
03-15,41.8,84.5,75.8,74.9,81.0,53.9,74.6,55.4,40.3,67.0,65.6,,40.3,41.8,55.4,74.9,81.0,84.5,67.0
03-16,41.4,84.6,76.3,74.8,81.0,54.1,74.2,55.4,40.3,66.9,66.0,,40.3,41.4,55.4,74.8,81.0,84.6,66.9
03-17,41.2,84.7,76.9,75.2,81.0,54.1,74.6,55.3,40.2,67.2,65.7,,40.2,41.2,55.3,75.2,81.0,84.7,67.2
03-18,41.5,84.8,77.9,75.2,81.4,54.1,74.7,55.3,39.9,67.1,65.9,,39.9,41.5,55.3,75.2,81.4,84.8,67.1
03-19,41.6,84.9,78.1,75.6,81.5,54.7,75.0,55.5,40.1,67.2,66.0,,40.1,41.6,55.5,75.6,81.5,84.9,67.2
03-20,41.8,84.9,78.7,75.7,81.6,54.7,75.0,55.2,40.2,67.4,65.9,,40.2,41.8,55.2,75.7,81.6,84.9,67.4
03-21,42.0,84.8,78.8,75.7,81.8,54.7,75.1,55.4,40.4,67.5,66.2,,40.4,42.0,55.4,75.7,81.8,84.8,67.5
03-22,41.9,85.0,78.9,75.4,81.4,54.9,75.2,55.7,40.3,67.6,66.3,,40.3,41.9,55.7,75.4,81.4,85.0,67.6
03-23,41.2,84.9,79.3,75.9,81.6,55.1,75.2,55.7,40.5,67.6,66.3,,40.5,41.2,55.7,75.9,81.6,84.9,67.6
03-24,42.0,85.0,79.9,75.8,81.8,55.3,75.5,55.7,40.6,67.6,66.3,,40.6,42.0,55.7,75.8,81.8,85.0,67.6
03-25,41.6,85.0,79.8,75.7,81.4,55.7,75.5,55.5,40.4,67.7,66.4,,40.4,41.6,55.7,75.7,81.4,85.0,67.7
03-26,41.7,85.2,80.1,76.1,81.8,56.1,75.7,56.0,40.7,68.1,66.2,,40.7,41.7,56.1,76.1,81.8,85.2,68.1
