date,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
04-05,56.7,62.5,73.9,66.0,84.3,54.1,66.4,43.6,66.6,62.3,,43.6,53.0,60.6,66.5,74.9,84.3,64.2
04-06,57.2,62.5,74.3,66.0,84.6,54.2,69.7,44.1,66.7,62.4,,44.1,53.2,60.8,67.6,75.3,84.6,64.2
04-07,56.7,62.4,74.2,66.4,85.3,55.3,71.1,44.7,67.0,62.7,,44.7,54.3,60.7,68.3,75.3,85.3,64.5
04-08,58.0,63.5,74.2,68.5,85.0,76.7,71.8,46.0,68.1,62.7,,46.0,56.8,63.2,72.5,77.5,85.0,68.3
04-09,57.5,65.0,73.7,71.2,85.9,78.9,73.3,46.7,69.2,62.7,,46.7,56.4,64.3,73.4,79.6,85.9,70.2
04-10,56.7,65.4,74.3,73.1,84.9,78.7,74.0,46.9,69.1,62.8,,46.9,55.7,64.6,74.1,79.4,84.9,71.1
04-11,56.7,66.4,74.2,73.5,85.0,80.0,72.8,47.4,68.4,63.2,,47.4,55.7,65.4,73.7,80.5,85.0,70.6
04-12,57.7,67.6,74.6,73.6,85.3,82.2,72.2,48.1,68.3,65.2,,48.1,56.7,66.9,73.9,82.5,85.3,70.2
04-13,58.8,70.6,75.4,79.9,86.5,81.9,72.0,48.3,68.2,65.8,,48.3,57.8,67.5,76.7,82.4,86.5,71.3
04-14,58.8,69.9,77.3,82.7,87.2,81.1,71.6,48.1,68.1,66.2,,48.1,57.8,67.5,78.5,83.2,87.2,70.7
04-15,59.7,69.8,77.0,83.2,87.6,81.0,72.0,47.9,68.1,66.2,,47.9,58.5,67.5,78.2,83.7,87.6,70.9
04-16,59.9,70.2,76.3,81.6,87.7,80.4,73.1,48.5,69.2,66.8,,48.5,58.7,68.5,77.6,82.2,87.7,71.6
04-17,60.2,70.2,75.5,81.2,88.0,80.4,73.6,48.6,69.8,66.9,,48.6,59.1,68.9,77.0,81.9,88.0,71.9
04-18,60.0,70.4,75.4,81.1,88.4,80.7,73.7,49.0,71.1,67.3,,49.0,58.9,69.5,77.0,81.8,88.4,72.4
04-19,59.9,71.0,75.5,80.9,89.4,81.1,75.6,49.9,71.9,67.3,,49.9,58.9,69.9,77.2,81.9,89.4,73.7
04-20,60.3,71.3,75.8,81.0,87.9,80.3,76.1,50.0,72.5,67.3,,50.0,59.3,70.1,77.4,81.7,87.9,74.2
04-21,60.8,73.4,75.9,82.5,86.9,80.0,76.0,50.6,73.7,67.0,,50.6,59.8,71.5,77.2,82.9,86.9,74.8
04-22,62.3,75.8,78.0,83.3,86.2,80.8,76.2,50.7,75.1,67.0,,50.7,61.2,72.6,78.9,83.6,86.2,76.0
04-23,62.6,75.9,76.7,83.5,86.7,82.3,76.4,51.6,74.7,66.8,,51.6,61.5,72.4,78.4,83.8,86.7,76.2
04-24,62.3,75.0,76.8,81.6,87.8,82.9,77.7,52.0,74.8,67.3,,52.0,61.2,72.6,78.9,83.3,87.8,75.9
04-25,63.3,75.1,77.6,81.0,86.8,83.4,78.3,52.3,75.3,67.5,,52.3,62.2,72.8,79.1,83.8,86.8,76.5
04-26,64.2,75.1,77.3,80.7,85.9,83.2,78.4,53.1,76.0,67.3,,53.1,63.1,72.8,79.1,83.4,85.9,76.7
04-27,66.8,75.2,76.9,80.9,85.6,83.5,81.0,54.1,76.5,67.8,,54.1,65.6,73.0,81.0,83.7,85.6,76.7
04-28,67.6,75.4,76.3,81.5,85.3,83.4,83.7,58.7,78.1,68.3,,58.7,66.8,73.3,82.1,83.8,85.3,77.2
04-29,70.6,74.8,77.8,81.6,85.2,83.5,85.6,72.8,79.4,68.7,,68.7,70.4,74.2,82.1,85.2,85.6,78.6
04-30,77.9,74.8,78.7,81.4,85.1,82.9,85.2,79.3,79.8,69.2,,69.2,74.2,78.4,81.9,85.1,85.2,79.6
05-01,80.4,74.3,80.6,81.6,85.6,81.4,84.9,81.3,80.2,69.4,,69.4,73.8,80.4,81.5,85.0,85.6,80.9
05-02,78.9,74.1,81.1,81.2,85.8,80.8,84.2,82.1,80.1,71.7,,71.7,73.9,79.7,81.5,84.4,85.8,80.9
05-03,79.3,75.9,83.4,80.7,86.8,80.6,84.1,83.0,80.8,77.8,,75.9,77.6,80.2,83.1,84.3,86.8,80.8
05-04,80.0,77.0,83.2,80.9,87.5,82.6,84.1,82.7,80.6,82.5,,77.0,79.7,80.8,82.8,84.4,87.5,82.6
05-05,79.7,77.1,82.4,83.5,88.0,84.0,84.6,80.9,80.4,82.0,,77.1,79.4,80.7,83.6,84.9,88.0,82.2
05-06,80.1,77.3,82.5,84.2,88.3,84.6,85.8,80.5,80.3,81.6,,77.3,79.8,80.5,84.3,86.1,88.3,82.1
05-07,79.1,76.7,81.5,83.8,88.2,84.8,85.9,79.4,81.2,81.3,,76.7,78.9,80.7,84.1,86.1,88.2,81.4
05-08,78.5,75.4,80.4,82.2,89.0,84.7,85.7,78.0,81.1,81.4,,75.4,77.8,79.8,83.0,86.1,89.0,81.2
05-09,80.0,75.0,77.9,81.6,90.2,84.5,85.7,78.8,81.0,82.3,,75.0,77.6,79.6,82.9,86.1,90.2,81.3
05-10,80.4,74.5,77.3,85.8,90.3,84.2,84.9,79.4,80.3,83.8,,74.5,77.0,80.0,84.4,86.2,90.3,82.1
05-11,80.3,75.7,76.0,84.0,90.4,84.2,84.3,80.0,79.8,83.3,,75.7,76.0,79.9,84.1,84.9,90.4,81.8
05-12,81.3,75.1,79.1,84.6,90.2,83.6,84.8,84.9,80.1,84.4,,75.1,78.7,80.9,84.7,85.4,90.2,84.0
05-13,81.8,74.9,80.1,84.9,90.6,82.8,85.7,83.6,79.7,84.8,,74.9,79.2,81.3,84.9,86.2,90.6,83.2
05-14,82.5,75.8,80.0,84.9,90.6,82.3,85.7,79.5,79.1,85.0,,75.8,78.7,79.9,84.9,86.2,90.6,82.4
05-15,87.6,75.9,77.9,86.2,90.0,82.2,85.5,78.5,80.0,86.1,,75.9,77.7,79.6,86.1,87.8,90.0,83.9
05-16,85.8,77.1,78.6,84.9,88.6,81.4,85.5,76.7,80.4,86.2,,76.7,77.1,79.9,85.6,86.4,88.6,83.2
05-17,85.5,78.4,78.6,83.6,87.7,80.7,85.5,76.0,80.6,86.4,,76.0,78.1,80.0,85.5,86.5,87.7,82.1
05-18,84.7,78.2,78.8,82.7,86.1,79.8,84.5,74.8,80.7,86.9,,74.8,77.9,79.5,84.5,86.1,86.9,81.7
05-19,81.8,79.3,79.6,84.8,85.8,79.5,83.5,73.8,82.0,88.8,,73.8,78.8,79.6,83.9,86.1,88.8,81.9
05-20,80.1,80.7,81.0,85.4,85.1,79.1,83.9,73.2,80.7,88.7,,73.2,78.5,80.5,84.3,85.7,88.7,80.8
05-21,80.4,80.0,81.0,85.3,85.8,79.0,84.0,72.0,79.2,88.2,,72.0,78.3,79.8,84.4,86.1,88.2,80.7
05-22,81.3,78.6,81.2,84.2,86.9,77.9,83.7,71.6,79.1,86.9,,71.6,77.3,78.9,83.8,86.9,86.9,81.3
05-23,81.7,78.0,78.8,84.0,87.7,77.5,83.5,71.0,78.1,87.1,,71.0,76.9,78.1,83.6,87.2,87.7,80.2
05-24,79.4,78.3,79.8,84.0,88.9,77.1,83.5,70.5,77.2,88.2,,70.5,76.4,78.0,83.7,88.3,88.9,79.6
05-25,79.0,77.0,82.0,84.1,89.5,76.0,84.1,69.7,76.2,88.3,,69.7,75.4,76.8,84.1,88.4,89.5,80.5
05-26,78.4,76.3,81.7,84.0,88.9,74.6,84.4,69.6,75.5,88.0,,69.6,74.1,76.1,84.1,88.1,88.9,80.1
05-27,77.8,76.6,82.0,83.3,86.5,74.0,84.1,69.5,74.7,86.2,,69.5,73.6,76.1,83.5,86.2,86.5,79.9
05-28,77.3,76.3,82.4,83.6,84.8,73.3,85.2,69.7,74.0,86.4,,69.7,72.9,75.6,83.9,85.3,86.4,79.9
05-29,77.6,75.2,80.6,83.3,83.7,72.7,85.0,69.3,73.1,87.1,,69.3,72.4,74.6,83.4,85.2,87.1,79.1
05-30,78.3,75.3,79.4,82.7,82.9,72.3,84.5,68.5,72.8,87.9,,68.5,71.9,74.6,82.7,84.9,87.9,78.9
05-31,77.8,74.7,78.6,81.9,82.5,72.1,84.5,67.4,72.7,87.5,,67.4,71.6,74.1,82.1,84.8,87.5,78.2
06-01,77.0,73.9,78.3,81.0,81.4,71.9,84.8,66.9,73.6,87.6,,66.9,71.4,73.8,81.1,85.0,87.6,77.6
06-02,76.3,72.8,77.6,80.3,81.6,71.5,85.5,65.6,74.4,86.1,,65.6,70.9,73.9,80.7,85.5,86.1,77.0
06-03,75.6,72.0,76.8,79.3,81.1,70.6,85.5,65.6,73.2,86.4,,65.6,70.1,72.8,79.8,85.6,86.4,76.2
06-04,74.7,70.5,75.2,79.2,80.6,69.8,85.5,64.3,72.2,84.2,,64.3,69.3,71.7,79.6,84.3,85.5,74.9
06-05,73.6,69.5,73.9,78.4,80.1,69.3,85.5,64.4,71.2,82.4,,64.4,68.8,70.6,78.9,82.7,85.5,73.7
06-06,73.5,69.0,73.2,77.2,79.2,68.5,86.1,63.5,70.3,81.3,,63.5,68.0,69.9,77.8,81.8,86.1,73.4
06-07,71.9,67.6,75.0,75.8,78.1,67.6,88.0,62.7,69.7,80.3,,62.7,67.1,69.1,76.5,81.1,88.0,73.5
06-08,71.0,67.4,74.5,75.1,77.6,66.6,90.9,72.8,69.0,80.5,,66.6,67.3,70.4,75.8,81.5,90.9,73.6
06-09,70.0,65.6,73.5,74.0,76.3,65.2,90.9,73.7,68.4,80.1,,65.2,65.6,69.5,74.7,81.2,90.9,73.6
06-10,68.9,64.8,73.2,73.1,75.6,64.0,89.7,76.5,67.9,79.5,,64.0,64.7,68.6,75.9,80.5,89.7,73.1
06-11,67.8,63.5,74.8,72.6,74.5,62.2,89.5,74.4,67.0,78.7,,62.2,63.4,67.6,74.6,79.8,89.5,73.5
06-12,66.4,62.2,76.2,71.5,73.8,60.2,90.1,73.1,66.4,77.4,,60.2,62.0,66.4,74.5,78.7,90.1,72.3
06-13,65.2,61.2,75.3,70.7,72.8,58.6,89.9,71.1,65.6,76.7,,58.6,60.9,65.5,73.5,78.0,89.9,70.9
06-14,63.9,59.5,74.4,70.2,71.9,56.2,90.1,71.3,64.4,75.6,,56.2,59.1,64.3,72.7,77.0,90.1,70.8
06-15,62.6,58.3,73.2,69.4,71.7,54.7,90.0,70.2,63.4,77.2,,54.7,57.9,63.2,72.2,78.5,90.0,69.8
06-16,61.2,56.0,72.4,69.0,70.3,52.2,89.8,69.2,62.8,79.5,,52.2,55.7,62.3,70.9,80.5,89.8,69.1
06-17,59.6,55.0,71.5,67.9,69.2,50.6,89.5,68.2,61.7,77.7,,50.6,54.6,61.0,69.9,78.9,89.5,68.0
06-18,58.3,53.6,70.7,67.0,67.5,48.7,89.5,66.6,60.6,76.5,,48.7,53.1,59.9,68.5,77.8,89.5,66.8
06-19,56.9,53.5,69.4,65.5,66.2,47.6,89.8,65.9,59.6,75.5,,47.6,52.9,58.8,67.1,76.9,89.8,65.7
06-20,55.6,52.7,68.3,64.5,64.7,45.9,89.6,64.4,59.0,74.6,,45.9,52.0,58.0,65.8,76.1,89.6,64.4
06-21,54.1,52.2,66.9,62.7,63.0,45.1,91.0,62.7,58.1,73.8,,45.1,51.5,56.9,64.2,75.6,91.0,62.7
06-22,53.3,51.3,65.0,59.9,61.1,43.8,90.7,61.2,57.6,72.9,,43.8,50.6,56.3,62.3,74.7,90.7,60.5
06-23,51.6,50.8,63.1,58.3,59.4,42.7,90.9,59.2,56.8,72.1,,42.7,50.0,55.2,60.5,74.0,90.9,58.7
06-24,50.9,49.4,61.0,55.8,57.8,41.4,90.8,57.2,55.9,71.3,,41.4,48.6,54.4,58.7,73.3,90.8,56.5
06-25,49.4,48.6,59.5,54.5,56.4,40.5,90.5,54.7,55.1,70.7,,40.5,47.8,53.0,57.3,72.7,90.5,54.9
06-26,48.5,47.9,57.1,52.6,55.2,39.1,89.9,52.1,54.1,69.8,,39.1,47.0,51.0,55.8,71.8,89.9,53.4
06-27,47.8,46.3,55.5,51.3,53.4,38.0,88.8,49.8,53.3,68.9,,38.0,45.5,49.2,54.0,70.9,88.8,52.3
06-28,41.6,46.1,53.6,50.4,52.3,37.6,86.6,46.8,52.8,68.0,,37.6,41.2,46.6,53.0,69.8,86.6,51.3
06-29,45.5,45.4,51.9,49.5,51.4,36.5,83.5,44.6,51.8,66.8,,36.5,43.8,45.5,51.8,68.5,83.5,50.4
06-30,44.6,44.9,49.9,49.2,49.9,35.5,81.2,42.8,50.7,65.9,,35.5,42.1,44.8,50.2,67.4,81.2,49.5
07-01,43.3,44.1,48.3,48.9,49.3,34.7,80.4,41.6,50.3,65.2,,34.7,40.9,43.9,49.6,66.7,80.4,48.6
07-02,42.2,43.3,46.8,49.1,48.0,33.9,79.2,39.6,49.9,64.3,,33.9,39.0,43.0,49.3,65.8,79.2,47.4
07-03,43.4,42.1,45.3,50.0,46.6,33.8,77.6,37.9,49.3,63.6,,33.8,37.5,43.0,49.5,65.0,77.6,45.9
07-04,42.7,40.2,43.7,48.7,45.9,32.9,76.5,36.6,48.8,62.4,,32.9,36.2,42.0,48.7,63.8,76.5,44.8
07-05,42.2,39.7,42.4,47.8,45.1,32.6,75.0,35.4,47.8,60.9,,32.6,35.1,41.5,47.8,62.3,75.0,43.8
07-06,43.8,38.8,41.8,48.7,43.8,32.2,74.1,33.8,47.1,59.8,,32.2,33.6,40.9,47.5,61.3,74.1,43.8
07-07,42.2,38.4,41.1,47.8,43.1,32.1,73.4,32.5,46.2,58.1,,32.1,32.4,40.3,46.7,59.6,73.4,42.6
07-08,52.0,37.4,40.2,46.5,41.8,32.3,72.0,31.4,45.9,56.8,,31.4,32.2,39.3,48.2,58.3,72.0,43.9
07-09,50.3,36.3,39.7,45.6,41.7,31.5,71.1,30.0,45.5,55.6,,30.0,31.3,38.7,47.0,57.2,71.1,43.6
07-10,49.0,35.9,39.5,44.9,41.2,31.0,70.2,28.8,44.6,53.6,,28.8,30.8,38.4,46.1,55.3,70.2,42.9
07-11,47.5,37.0,39.2,44.1,40.4,31.4,69.6,27.9,43.7,52.0,,27.9,31.0,38.5,45.1,53.7,69.6,42.0
07-12,45.7,43.9,39.1,43.2,40.2,30.8,68.6,27.3,43.1,50.3,,27.3,30.4,39.8,44.4,52.1,68.6,43.2
07-13,44.7,42.0,38.8,42.3,39.7,31.0,67.5,26.7,42.2,48.5,,26.7,30.6,39.4,43.0,50.4,67.5,42.1
07-14,43.9,40.7,39.1,41.2,39.6,30.5,66.5,25.5,41.7,46.7,,25.5,30.0,39.5,42.4,48.6,66.5,40.9
07-15,43.1,38.8,38.2,40.5,39.4,31.6,65.7,25.2,41.5,44.9,,25.2,31.0,38.6,42.0,47.0,65.7,40.0
07-16,42.5,38.2,38.0,40.1,39.7,32.3,64.9,24.7,42.2,43.5,,24.7,31.6,38.1,42.3,45.6,64.9,39.9
07-17,46.1,36.9,38.4,39.4,39.6,32.7,63.1,23.7,42.1,42.4,,23.7,31.8,37.9,42.2,47.8,63.1,39.5
07-18,45.2,35.8,37.5,38.9,39.3,33.4,61.5,23.8,41.7,41.4,,23.8,32.4,37.0,41.5,46.8,61.5,39.1
07-19,50.0,34.7,36.9,38.2,39.4,34.0,60.1,23.6,41.2,40.7,,23.6,32.9,36.2,40.8,51.0,60.1,38.8
07-20,49.0,34.8,37.0,37.8,38.9,33.8,58.1,23.3,40.7,40.6,,23.3,32.7,36.4,40.7,49.9,58.1,38.3
07-21,47.7,33.7,36.6,37.8,38.2,33.6,55.9,22.8,40.1,40.0,,22.8,32.5,35.7,40.0,48.5,55.9,38.0
07-22,46.6,34.0,36.9,37.8,41.2,33.7,54.5,22.6,39.6,39.5,,22.6,32.6,36.0,40.1,47.4,54.5,38.6
07-23,45.5,33.1,36.9,38.2,43.3,33.7,52.3,22.0,39.4,39.2,,22.0,32.0,36.0,40.6,46.2,52.3,38.7
07-24,44.5,32.2,36.3,37.9,43.1,33.5,50.7,21.4,38.9,38.7,,21.4,31.1,35.5,40.2,45.1,50.7,38.3
07-25,43.6,32.4,35.8,37.1,49.5,33.4,48.8,22.2,38.3,37.9,,22.2,31.4,35.1,39.9,48.9,49.5,37.5
07-26,42.9,32.2,35.6,37.0,55.1,33.8,47.9,21.9,38.2,37.2,,21.9,31.2,35.0,39.6,48.6,55.1,37.1
07-27,42.6,31.8,35.3,37.2,54.4,33.4,47.2,21.4,38.3,36.7,,21.4,30.7,34.8,39.6,48.0,54.4,37.0
07-28,41.0,31.9,34.4,36.7,53.8,33.1,46.5,21.2,37.6,36.4,,21.2,30.8,34.0,38.6,47.2,53.8,36.5
07-29,41.1,36.5,34.4,36.4,52.7,32.9,45.2,21.5,37.4,36.3,,21.5,31.8,35.7,38.5,46.0,52.7,36.4
07-30,40.7,43.8,33.9,36.6,52.2,32.8,43.5,21.8,36.9,35.5,,21.8,31.7,35.0,41.6,44.7,52.2,36.7
07-31,40.1,43.1,33.6,35.9,51.3,32.0,42.0,22.0,36.6,35.0,,22.0,31.0,34.6,40.7,43.9,51.3,36.2
08-01,39.0,41.1,33.0,35.2,50.6,32.1,41.7,21.5,36.4,34.4,,21.5,31.0,34.0,39.7,42.6,50.6,35.8
08-02,44.3,40.0,32.6,35.5,49.9,31.2,41.5,21.9,36.4,33.8,,21.9,30.3,33.5,40.4,44.8,49.9,35.9
08-03,42.8,38.8,32.4,35.0,48.8,31.3,40.2,21.9,36.6,33.8,,21.9,30.3,33.4,39.2,43.4,48.8,35.8
08-04,41.3,38.2,34.6,34.6,48.0,31.0,39.9,21.6,37.2,31.7,,21.6,30.1,33.7,38.8,41.9,48.0,35.9
08-05,39.7,40.4,34.4,47.0,47.5,30.7,39.6,21.5,36.5,32.1,,21.5,29.7,33.7,39.9,47.0,47.5,38.0
08-06,38.5,39.4,33.3,44.6,46.1,30.2,38.8,20.8,39.3,32.0,,20.8,29.3,32.9,39.3,44.7,46.1,38.6
08-07,37.3,39.9,32.8,44.2,45.2,30.3,38.0,21.4,39.4,32.3,,21.4,29.4,32.6,39.6,44.3,45.2,37.6
08-08,36.9,39.6,32.2,43.0,44.8,30.6,37.4,20.9,38.6,32.2,,20.9,29.6,32.2,38.9,43.2,44.8,37.1
08-09,36.7,38.8,32.6,42.6,44.8,30.0,37.0,20.9,38.7,31.9,,20.9,29.1,32.4,38.7,42.8,44.8,36.9
08-10,35.9,38.2,32.3,41.8,44.0,29.9,37.3,20.6,38.4,31.8,,20.6,29.0,32.1,38.3,42.0,44.0,36.6
08-11,35.6,37.7,32.0,40.2,43.6,29.7,36.8,19.8,38.0,31.6,,19.8,28.7,31.9,37.8,40.5,43.6,36.2
08-12,34.8,37.2,32.3,39.1,43.3,29.7,37.0,19.7,37.6,31.4,,19.7,28.7,32.1,37.4,39.6,43.3,35.9
08-13,34.9,36.9,32.1,39.1,42.5,29.2,36.7,19.8,39.0,31.3,,19.8,28.3,31.8,37.5,39.4,42.5,35.8
08-14,35.2,36.0,32.1,37.7,42.1,29.6,36.0,20.1,39.2,31.0,,20.1,28.7,31.8,36.5,39.5,42.1,35.6
08-15,34.8,35.7,32.7,36.7,41.3,29.2,35.6,19.8,38.9,31.0,,19.8,28.2,32.2,36.0,39.1,41.3,35.2
08-16,34.7,36.8,32.4,36.1,41.2,28.9,24.8,20.1,39.0,30.9,,20.1,24.4,30.3,36.3,39.2,41.2,33.5
08-17,34.2,36.9,31.7,35.3,40.8,29.0,28.3,19.7,38.6,34.4,,19.7,27.4,30.9,35.8,38.8,40.8,34.3
08-18,39.8,36.4,32.0,35.1,40.0,28.9,34.1,20.1,38.7,46.1,,20.1,28.0,33.4,39.0,40.6,46.1,35.8
08-19,38.8,35.9,31.5,35.0,39.4,29.1,33.3,19.6,37.9,44.6,,19.6,28.2,32.7,38.1,40.0,44.6,35.5
08-20,37.9,35.8,30.8,34.4,39.7,28.8,32.7,20.1,37.1,44.5,,20.1,28.0,32.1,37.3,40.2,44.5,35.1
08-21,37.5,35.8,30.4,34.1,38.9,28.3,25.8,19.6,40.5,44.0,,19.6,25.2,29.8,37.9,40.8,44.0,34.9
08-22,37.4,35.4,30.0,33.9,38.2,29.1,21.8,19.5,40.9,43.6,,19.5,21.6,29.7,37.6,41.2,43.6,34.6
08-23,37.3,42.3,30.0,33.2,37.9,30.6,30.9,19.5,40.8,43.6,,19.5,28.9,30.8,38.8,42.4,43.6,35.3
08-24,48.4,44.4,29.6,33.4,37.9,34.2,30.5,19.2,40.4,43.8,,19.2,28.5,32.5,41.4,44.8,48.4,36.1
08-25,57.0,42.9,29.0,33.1,37.8,41.2,30.3,19.7,39.9,43.3,,19.7,28.1,32.2,41.7,44.7,57.0,38.9
08-26,53.6,41.8,28.6,32.4,37.5,40.7,29.4,18.8,39.6,43.6,,18.8,27.7,31.5,41.0,44.6,53.6,38.5
08-27,60.4,41.4,28.5,32.6,37.3,37.6,28.9,19.2,39.4,43.2,,19.2,27.5,31.5,40.0,44.9,60.4,37.4
08-28,67.5,40.5,29.4,31.9,36.4,36.4,28.9,18.7,39.0,43.0,,18.7,27.9,31.2,39.4,45.4,67.5,36.4
08-29,68.1,40.7,29.0,32.1,36.5,36.3,28.1,18.6,38.8,42.5,,18.6,27.2,31.2,39.4,45.1,68.1,36.4
08-30,66.1,40.2,28.8,31.4,35.7,35.2,25.3,18.3,38.5,42.2,,18.3,24.6,30.6,39.0,44.6,66.1,35.5
08-31,65.3,39.5,28.7,32.3,35.6,34.4,25.3,18.3,37.8,41.7,,18.3,24.6,31.2,38.3,44.1,65.3,35.0
09-01,64.0,39.3,28.8,32.3,35.0,34.1,32.2,18.2,37.4,41.5,,18.2,27.8,32.3,38.0,43.7,64.0,34.6
09-02,65.2,39.2,41.5,31.9,35.4,32.5,26.1,17.9,36.9,42.8,,17.9,25.3,32.3,39.9,45.1,65.2,36.2
09-03,71.7,39.1,40.2,31.8,34.2,32.5,16.8,17.9,36.2,43.0,,16.8,17.8,32.3,39.4,45.9,71.7,35.2
09-04,71.7,38.6,38.9,43.2,34.7,31.8,26.6,17.5,35.7,45.1,,17.5,25.7,33.8,40.2,47.8,71.7,37.1
09-05,74.3,38.4,38.1,41.2,34.1,31.3,26.5,18.1,35.2,51.8,,18.1,25.6,33.3,39.2,54.0,74.3,36.6
09-06,71.5,37.3,36.9,40.1,33.5,30.9,26.6,17.8,34.7,52.1,,17.8,25.7,32.7,38.2,54.1,71.5,35.8
09-07,68.8,36.7,36.1,38.6,33.5,30.7,26.6,17.3,34.3,52.0,,17.3,25.7,32.7,37.3,53.7,68.8,35.2
09-08,67.7,37.4,35.0,37.4,33.3,29.4,27.0,17.5,33.5,51.9,,17.5,26.0,32.2,37.4,53.5,67.7,34.2
09-09,72.9,36.5,34.2,36.4,32.6,29.6,25.6,16.1,33.3,51.5,,16.1,24.6,31.7,36.5,53.6,72.9,33.8
09-10,72.1,36.9,33.3,35.7,32.2,29.3,18.1,15.8,32.9,51.0,,15.8,17.9,31.3,36.1,53.1,72.1,33.1
09-11,76.7,36.3,32.1,34.9,32.1,28.9,25.3,15.7,32.3,50.6,,15.7,24.4,31.2,35.3,53.2,76.7,32.2
09-12,77.5,36.1,32.2,34.4,32.8,28.8,24.6,15.9,32.0,50.4,,15.9,23.7,31.0,34.9,53.1,77.5,32.5
09-13,81.8,36.2,31.4,33.3,33.0,28.6,25.2,15.9,31.4,49.6,,15.9,24.3,30.6,34.2,52.9,81.8,32.2
09-14,85.7,36.2,30.3,33.9,33.7,27.9,25.7,16.7,31.0,49.6,,16.7,24.8,29.6,34.6,53.2,85.7,32.4
09-15,81.1,36.1,29.9,36.9,33.2,27.7,25.5,16.5,34.4,49.0,,16.5,24.6,29.3,36.4,52.2,81.1,33.8
09-16,78.9,35.7,29.5,36.6,40.3,27.2,26.0,16.3,34.4,48.6,,16.3,25.0,28.8,37.7,51.6,78.9,35.1
09-17,77.5,35.5,29.1,36.4,44.7,27.1,26.0,17.1,37.8,48.7,,17.1,25.1,28.5,39.9,51.6,77.5,36.0
09-18,75.6,35.2,29.2,35.4,46.3,26.8,26.1,16.8,37.6,48.1,,16.8,25.2,28.5,40.3,50.9,75.6,35.3
09-19,74.1,34.7,28.5,35.3,47.0,26.3,26.4,16.8,37.4,47.6,,16.8,25.3,27.9,40.2,50.3,74.1,35.0
09-20,72.4,34.5,28.6,35.3,46.1,26.0,25.9,16.6,37.4,47.4,,16.6,24.9,27.8,40.0,49.9,72.4,34.9
09-21,70.9,34.5,28.4,34.9,46.6,25.8,24.8,16.7,39.4,47.2,,16.7,24.0,27.6,41.6,49.6,70.9,34.7
09-22,69.8,43.9,28.0,34.7,46.3,26.0,22.4,17.1,43.1,46.2,,17.1,21.9,27.4,44.6,48.7,69.8,38.9
09-23,69.0,43.1,28.0,49.7,45.7,25.3,21.5,16.6,43.3,45.7,,16.6,21.0,27.2,45.7,51.6,69.0,43.2
09-24,68.2,42.6,27.8,59.5,44.7,25.2,25.8,16.8,43.0,45.7,,16.8,24.4,27.2,45.0,60.4,68.2,42.8
09-25,68.0,41.3,27.5,66.4,44.2,24.3,25.5,17.1,42.5,45.2,,17.1,23.6,26.9,44.5,66.6,68.0,41.9
09-26,66.6,40.9,27.3,77.1,44.2,24.7,25.8,16.4,42.3,45.2,,16.4,23.9,26.9,44.5,67.6,77.1,41.6
09-27,66.0,40.0,27.2,77.7,48.5,24.5,26.1,16.9,42.2,45.0,,16.9,23.8,26.9,46.0,67.2,77.7,41.1
09-28,65.1,62.5,27.2,76.4,50.6,24.1,25.8,16.4,41.7,44.6,,16.4,23.3,26.8,54.2,66.2,76.4,43.2
09-29,68.7,62.2,26.8,75.4,53.4,24.2,25.3,16.5,41.5,44.1,,16.5,23.5,26.4,56.1,69.4,75.4,42.8
09-30,69.8,62.5,27.1,74.5,53.3,24.6,21.1,16.1,41.6,43.4,,16.1,20.6,26.4,56.0,70.3,74.5,42.5
