date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
11-14,58.4,42.4,31.4,60.3,43.1,52.6,52.2,42.8,50.2,27.6,24.5,62.2,39.5,,24.5,28.4,41.2,52.4,59.9,62.2,43.1
11-15,58.3,42.2,31.2,60.6,43.2,52.9,51.9,42.5,49.3,27.4,24.5,61.9,39.5,,24.5,28.1,41.1,52.3,60.1,61.9,43.2
11-16,58.2,41.9,31.2,60.8,43.3,52.7,51.7,41.9,48.3,27.8,24.5,61.9,39.4,,24.5,28.5,40.9,52.1,60.3,61.9,43.3
11-17,57.9,41.1,31.1,60.4,42.9,52.1,51.2,41.9,47.7,27.9,24.5,62.1,39.2,,24.5,28.5,40.4,51.5,59.9,62.1,42.9
11-18,57.5,39.4,31.4,60.6,42.9,52.3,50.2,42.0,47.1,27.5,24.4,61.9,39.1,,24.4,28.3,39.3,51.1,59.9,61.9,42.9
11-19,57.5,39.6,31.4,60.3,42.8,52.4,49.5,41.7,46.2,27.7,24.8,61.5,39.0,,24.8,28.4,39.4,50.6,59.7,61.5,42.8
11-20,57.7,39.4,31.6,59.7,42.7,51.9,49.1,41.4,44.7,27.8,24.7,61.1,38.9,,24.7,28.6,39.2,50.2,59.3,61.1,42.7
11-21,57.4,39.9,31.1,59.4,42.5,52.2,49.3,41.7,43.6,27.9,24.5,60.6,38.8,,24.5,28.5,39.4,50.5,59.0,60.6,42.5
11-22,57.4,40.0,30.9,59.5,42.3,51.8,49.2,41.3,43.2,27.7,24.3,60.0,38.2,,24.3,28.4,39.3,50.2,59.1,60.0,42.3
11-23,57.1,39.0,31.4,59.3,41.7,51.8,49.7,42.0,43.5,27.6,24.3,59.2,38.0,,24.3,28.3,38.6,50.6,58.8,59.3,42.0
11-24,57.3,38.7,31.0,59.4,41.5,52.1,49.0,42.9,43.7,28.0,24.1,59.0,37.7,,24.1,28.6,38.3,50.2,58.6,59.4,42.9
11-25,57.2,38.6,31.1,59.5,41.3,52.0,49.1,43.4,43.5,27.8,24.0,58.1,36.7,,24.0,28.5,37.8,50.3,57.9,59.5,43.4
11-26,56.7,37.9,30.6,59.4,40.6,52.2,48.9,43.3,43.5,27.8,24.3,54.1,36.0,,24.3,28.3,37.1,50.2,56.1,59.4,43.3
11-27,57.1,38.4,30.6,59.4,40.8,52.1,48.9,43.2,43.0,27.6,24.1,52.7,35.5,,24.1,28.2,37.3,50.2,56.2,59.4,43.0
11-28,56.7,37.7,30.8,59.7,40.8,51.4,48.6,43.1,43.1,27.6,23.3,51.5,35.4,,23.3,28.3,36.8,49.8,55.7,59.7,43.1
11-29,56.9,37.8,30.3,59.5,41.0,51.4,48.5,42.9,43.3,28.0,23.4,50.9,35.2,,23.4,28.4,36.7,49.5,55.8,59.5,42.9
11-30,56.6,37.7,30.7,58.6,41.0,51.2,48.8,42.5,43.2,27.9,23.4,50.7,35.2,,23.4,28.5,36.7,49.5,55.5,58.6,42.5
12-01,56.3,37.7,30.3,58.6,40.9,51.1,48.4,42.4,43.4,27.6,23.1,50.1,35.0,,23.1,28.1,36.7,49.1,55.2,58.6,42.4
12-02,56.2,37.3,30.8,58.2,40.5,49.8,48.6,42.0,43.6,27.8,22.7,49.7,35.0,,22.7,28.4,36.4,49.1,54.9,58.2,42.0
12-03,56.0,37.4,30.8,58.1,40.7,49.3,48.5,41.4,43.3,27.8,22.6,49.9,35.1,,22.6,28.4,36.5,48.8,54.8,58.1,41.4
12-04,55.7,37.4,30.7,57.9,40.6,48.8,47.9,41.3,43.5,27.9,22.2,49.6,35.1,,22.2,28.5,36.5,48.3,54.5,57.9,41.3
12-05,56.0,37.9,30.7,58.2,41.2,48.6,48.0,41.0,43.2,27.9,22.5,49.5,35.2,,22.5,28.5,36.8,48.3,54.7,58.2,41.2
12-06,55.9,37.3,30.5,58.1,40.8,48.4,48.0,39.2,43.1,28.0,22.2,48.8,35.2,,22.2,28.5,36.5,48.1,54.5,58.1,40.8
12-07,55.8,36.9,30.6,58.1,41.2,48.1,48.0,31.6,43.4,28.2,22.2,48.7,35.4,,22.2,28.7,33.8,48.0,54.4,58.1,41.2
12-08,56.1,36.5,30.7,58.0,40.9,47.6,47.7,35.9,43.4,28.2,22.5,48.6,35.3,,22.5,28.7,35.7,47.7,54.6,58.0,40.9
12-09,55.9,36.8,30.3,57.7,40.6,47.9,47.5,35.4,43.3,28.0,22.4,48.3,35.2,,22.4,28.5,35.3,47.7,54.3,57.7,40.6
12-10,56.0,37.1,30.5,57.7,40.8,47.6,47.5,34.8,43.0,28.4,22.6,48.4,35.3,,22.6,28.8,35.1,47.5,54.4,57.7,40.8
12-11,55.7,37.1,30.2,57.8,40.4,47.5,47.3,33.7,43.1,28.1,22.1,48.3,35.2,,22.1,28.5,34.6,47.4,54.2,57.8,40.4
12-12,55.4,37.0,29.6,57.5,40.5,47.4,47.4,33.0,43.1,28.0,22.2,48.3,35.2,,22.2,28.3,34.3,47.4,54.0,57.5,40.5
12-13,55.7,36.4,29.5,57.5,40.5,47.7,47.4,33.1,42.9,28.4,22.1,48.1,35.2,,22.1,28.6,34.4,47.5,54.2,57.5,40.5
12-14,55.6,36.6,29.2,57.4,40.6,47.1,47.1,32.2,42.7,28.2,22.2,47.8,35.4,,22.2,28.4,34.1,47.1,54.1,57.4,40.6
12-15,55.5,36.3,28.8,57.2,40.7,47.3,47.0,32.3,42.4,28.2,22.2,47.7,35.4,,22.2,28.3,34.1,47.1,53.9,57.2,40.7
12-16,55.4,36.1,29.3,57.2,40.3,47.5,47.0,31.3,42.6,28.3,22.1,47.8,35.3,,22.1,28.5,33.7,47.2,53.9,57.2,40.3
12-17,55.1,36.0,29.5,56.8,40.1,47.0,47.1,31.7,42.4,28.5,22.4,48.1,35.3,,22.4,28.7,33.8,47.0,53.7,56.8,40.1
12-18,54.2,36.0,29.3,56.9,40.4,46.8,47.3,30.9,42.4,28.3,22.6,47.9,35.4,,22.6,28.5,33.6,47.0,53.0,56.9,40.4
12-19,54.4,36.6,29.2,56.7,40.7,46.7,47.3,30.4,42.1,28.5,22.7,47.9,35.2,,22.7,28.6,33.3,46.9,53.1,56.7,40.7
12-20,54.4,35.8,28.9,56.7,40.0,46.3,47.5,30.2,42.0,28.3,22.6,47.9,35.2,,22.6,28.5,33.2,46.8,53.1,56.7,40.0
12-21,54.7,35.9,29.1,56.6,40.3,46.2,47.0,30.5,42.2,28.4,22.6,47.4,35.1,,22.6,28.5,33.3,46.5,53.2,56.6,40.3
12-22,54.6,35.7,29.1,56.5,40.2,46.4,46.7,30.4,42.0,28.4,22.7,47.5,35.1,,22.7,28.5,33.2,46.5,53.2,56.5,40.2
12-23,55.2,35.1,28.7,56.7,40.3,46.3,46.5,30.0,41.8,28.4,22.8,47.0,35.0,,22.8,28.4,33.0,46.4,53.6,56.7,40.3
12-24,54.9,35.4,28.6,56.3,40.0,46.1,46.6,30.1,41.6,28.3,22.4,47.0,35.0,,22.4,28.4,33.1,46.3,53.3,56.3,40.0
12-25,55.1,35.4,29.0,56.2,40.0,46.3,46.7,30.0,41.6,28.5,22.6,47.3,35.0,,22.6,28.6,33.0,46.4,53.5,56.2,40.0
12-26,55.4,35.5,28.9,56.2,40.1,46.5,46.9,29.5,41.6,28.5,22.4,47.6,35.2,,22.4,28.5,32.9,46.7,53.8,56.2,40.1
12-27,55.5,34.9,28.8,56.3,39.7,46.5,46.6,30.1,41.4,28.4,23.0,47.3,35.2,,23.0,28.5,33.0,46.6,53.8,56.3,39.7
12-28,56.0,34.7,28.7,56.0,39.7,46.5,46.8,25.6,41.3,28.8,22.6,47.7,35.2,,22.6,26.2,32.3,46.7,54.3,56.0,39.7
12-29,55.7,34.8,28.3,55.9,40.2,46.8,46.8,29.6,41.4,28.6,22.5,47.7,35.4,,22.5,28.4,32.7,46.8,54.1,55.9,40.2
12-30,56.4,35.1,28.2,55.9,39.7,46.6,46.9,29.4,40.9,28.6,22.8,47.8,35.4,,22.8,28.3,32.8,46.7,54.3,56.4,39.7
12-31,56.3,34.6,28.5,55.8,39.9,45.6,46.9,29.3,40.8,28.7,22.7,47.9,35.6,,22.7,28.6,32.5,46.1,54.2,56.3,39.9
01-01,56.6,34.7,28.6,55.6,39.6,46.2,46.8,29.7,40.9,28.7,22.7,48.1,35.8,,22.7,28.6,32.7,46.4,54.1,56.6,39.6
01-02,56.5,34.6,28.6,55.4,39.5,46.2,46.9,29.4,40.4,29.2,22.9,48.0,35.8,,22.9,28.7,32.5,46.5,53.9,56.5,39.5
01-03,56.4,34.8,27.8,55.4,39.4,45.8,46.7,29.2,40.3,29.2,22.7,48.2,36.0,,22.7,28.1,32.6,46.2,54.0,56.4,39.4
01-04,56.3,34.6,28.0,55.6,39.7,45.7,46.8,24.9,40.3,29.4,23.0,48.4,36.1,,23.0,25.5,32.5,46.2,54.2,56.3,39.7
01-05,56.1,34.4,28.6,51.8,39.5,45.5,46.7,28.3,40.0,29.6,22.8,48.3,36.6,,22.8,28.4,32.5,46.0,51.1,56.1,39.5
01-06,56.1,34.4,27.7,55.1,39.7,45.7,46.8,28.1,40.0,29.9,22.9,48.4,36.6,,22.9,27.8,32.6,46.1,53.8,56.1,39.7
01-07,55.9,34.0,27.6,55.2,39.9,45.8,46.6,28.2,40.4,30.0,22.7,48.5,36.7,,22.7,27.7,32.4,46.1,53.8,55.9,39.9
01-08,56.0,34.1,27.7,55.1,40.0,46.0,46.9,28.5,40.3,30.2,23.1,48.8,36.9,,23.1,27.8,32.6,46.4,53.8,56.0,40.0
01-09,56.0,33.6,27.6,54.6,39.9,46.1,46.8,28.6,40.3,30.4,22.9,48.9,36.9,,22.9,27.8,32.3,46.4,53.5,56.0,39.9
01-10,55.9,33.6,27.5,54.7,39.5,46.2,46.9,28.7,40.1,30.2,23.0,48.9,37.0,,23.0,27.7,32.2,46.5,53.6,55.9,39.5
01-11,55.6,33.2,27.6,54.6,39.7,46.2,46.7,28.9,40.2,30.2,23.0,48.7,37.1,,23.0,27.9,32.0,46.4,53.4,55.6,39.7
01-12,56.0,33.1,26.9,54.8,39.8,46.0,47.0,29.4,40.3,30.1,22.8,48.7,37.4,,22.8,27.4,31.9,46.4,53.6,56.0,39.8
01-13,55.7,33.5,27.0,54.8,40.1,45.8,47.2,28.9,40.1,30.4,22.5,48.5,37.2,,22.5,27.3,32.2,46.4,53.6,55.7,40.1
01-14,55.5,32.7,27.0,54.9,40.5,46.1,47.4,29.1,40.0,30.2,22.9,48.6,37.6,,22.9,27.4,31.7,46.6,53.7,55.5,40.0
01-15,55.3,32.7,26.9,54.7,40.4,46.0,47.4,29.1,40.1,30.3,22.9,48.4,37.6,,22.9,27.4,31.7,46.6,53.4,55.3,40.1
01-16,55.0,32.3,26.4,54.6,40.4,45.9,47.6,29.1,40.2,30.5,22.7,48.4,37.8,,22.7,26.9,31.6,46.6,53.4,55.0,40.2
01-17,55.2,31.3,26.2,54.7,40.4,46.1,47.5,28.8,40.2,30.6,22.7,48.6,38.0,,22.7,26.7,31.0,46.6,53.5,55.2,40.2
01-18,55.4,31.1,26.1,54.3,40.4,45.8,47.5,28.6,40.5,30.7,23.1,48.3,38.2,,23.1,26.6,30.9,46.5,53.1,55.4,40.4
01-19,56.0,30.6,25.9,54.4,40.5,46.1,47.7,28.9,40.1,30.6,23.0,47.9,38.3,,23.0,26.5,30.6,46.7,53.1,56.0,40.1
01-20,56.0,30.5,26.0,54.2,40.5,45.9,47.7,29.0,40.4,32.6,22.9,47.8,38.5,,22.9,26.6,31.8,46.6,53.0,56.0,40.4
01-21,55.9,30.4,25.7,54.5,40.5,45.6,47.7,29.1,40.3,30.6,22.9,48.0,38.6,,22.9,26.4,30.5,46.4,53.2,55.9,40.3
01-22,56.4,30.8,25.7,54.5,40.3,46.0,48.0,29.4,40.5,30.5,23.2,48.0,38.7,,23.2,26.5,30.7,46.8,53.2,56.4,40.3
01-23,56.7,30.1,25.5,54.0,40.1,45.9,48.1,29.0,40.7,30.5,23.0,47.8,38.7,,23.0,26.2,30.3,46.7,52.8,56.7,40.1
01-24,56.8,31.2,25.4,53.9,40.3,45.6,48.0,29.3,40.5,30.8,22.8,47.7,38.7,,22.8,26.2,31.0,46.4,52.7,56.8,40.3
01-25,56.3,30.5,25.7,53.8,39.7,45.9,48.2,29.1,40.7,30.6,22.9,47.9,38.7,,22.9,26.4,30.6,46.7,52.7,56.3,39.7
01-26,56.4,31.1,25.6,54.1,39.9,46.0,48.1,29.1,41.0,30.9,22.8,47.6,38.7,,22.8,26.3,31.0,46.7,52.9,56.4,39.9
01-27,56.0,30.6,25.6,53.5,40.0,45.6,48.2,29.0,41.0,30.8,22.8,47.6,38.7,,22.8,26.3,30.7,46.4,52.4,56.0,40.0
01-28,55.6,31.7,25.8,53.8,39.8,45.2,48.3,29.3,41.0,30.4,23.0,47.3,38.7,,23.0,26.5,31.2,46.1,52.7,55.6,39.8
01-29,55.1,31.0,26.1,53.6,40.0,45.7,48.0,29.1,41.1,30.7,23.1,47.3,38.6,,23.1,26.7,30.9,46.3,52.5,55.1,40.0
01-30,54.8,30.9,26.1,53.4,40.0,45.7,48.1,28.9,41.3,30.7,22.7,47.3,38.6,,22.7,26.7,30.8,46.4,52.4,54.8,40.0
01-31,54.0,30.9,26.1,53.8,40.1,45.4,48.1,29.2,40.8,30.8,23.3,47.1,38.5,,23.3,26.7,30.9,46.1,52.7,54.0,40.1
02-01,54.0,31.2,27.6,53.5,40.0,45.1,48.1,29.2,41.2,30.6,23.1,46.8,38.6,,23.1,27.9,31.0,45.8,52.4,54.0,40.0
02-02,54.0,30.2,26.2,53.7,40.3,45.3,48.2,29.4,41.0,30.8,23.0,46.5,38.5,,23.0,26.8,30.6,45.8,52.6,54.0,40.3
02-03,54.0,30.8,25.9,53.6,40.2,45.8,48.3,29.6,40.6,30.7,23.4,46.7,38.4,,23.4,26.7,30.8,46.2,52.5,54.0,40.2
02-04,53.1,30.7,26.4,53.5,40.3,45.5,48.1,29.5,40.6,30.8,23.4,46.5,38.4,,23.4,27.0,30.7,45.9,52.1,53.5,40.3
02-05,52.8,30.6,26.6,53.3,40.1,45.4,48.5,29.8,40.4,30.9,23.4,46.0,38.4,,23.4,27.3,30.8,45.6,51.9,53.3,40.1
02-06,52.4,30.2,26.2,53.1,40.4,45.5,48.2,29.6,40.7,30.9,23.4,45.8,38.4,,23.4,26.8,30.6,45.6,51.6,53.1,40.4
02-07,52.5,30.5,26.4,53.0,40.5,45.6,48.3,30.1,40.7,30.8,23.4,45.6,38.3,,23.4,27.2,30.7,45.6,51.7,53.0,40.5
02-08,52.6,30.7,26.5,53.0,40.7,45.4,48.3,30.0,40.9,30.9,23.5,45.1,38.3,,23.5,27.2,30.8,45.2,51.8,53.0,40.7
02-09,52.4,30.4,26.6,53.2,41.2,45.4,48.3,29.9,41.2,30.6,23.5,45.2,38.3,,23.5,27.3,30.5,45.2,51.6,53.2,41.2
02-10,52.4,30.1,26.8,53.3,41.2,45.6,48.3,30.1,41.2,30.6,23.4,45.0,38.3,,23.4,27.5,30.4,45.2,51.6,53.3,41.2
02-11,52.3,30.6,26.4,53.3,41.7,45.6,48.7,29.8,41.0,30.8,23.3,44.9,38.4,,23.3,27.1,30.7,45.2,51.6,53.3,41.0
02-12,52.2,30.5,26.6,53.3,42.0,45.6,48.8,29.8,41.2,30.9,23.7,45.0,38.3,,23.7,27.2,30.7,45.3,51.5,53.3,41.2
02-13,51.9,31.0,26.2,53.0,41.6,45.7,48.6,29.7,41.1,30.8,23.8,44.8,38.3,,23.8,26.9,30.9,45.2,51.2,53.0,41.1
02-14,51.8,31.2,26.3,49.3,41.6,45.6,48.7,29.7,40.8,30.7,23.8,44.2,38.3,,23.8,27.0,31.0,44.8,49.2,51.8,40.8
02-15,51.8,30.3,25.9,53.2,41.6,45.9,48.9,29.8,41.1,30.9,23.6,44.5,38.4,,23.6,26.7,30.7,45.0,51.2,53.2,41.1
02-16,51.6,30.7,26.4,53.1,42.0,46.2,48.7,30.0,41.1,30.6,23.7,44.4,38.3,,23.7,27.1,30.7,45.1,51.0,53.1,41.1
02-17,51.8,30.7,26.4,53.1,42.2,46.4,48.7,30.2,41.1,30.6,23.9,44.2,38.2,,23.9,27.1,30.7,45.1,51.2,53.1,41.1
02-18,52.1,30.6,26.1,53.2,41.9,46.5,49.2,29.8,41.3,30.9,23.8,44.0,38.3,,23.8,26.8,30.8,45.0,51.5,53.2,41.3
02-19,51.8,30.8,26.0,53.2,42.2,46.8,48.9,29.8,41.1,30.9,23.9,44.2,38.2,,23.9,26.7,30.9,45.2,51.2,53.2,41.1
02-20,51.7,30.9,25.9,52.9,41.8,46.6,49.1,29.5,41.0,31.0,23.8,44.0,38.2,,23.8,26.7,31.0,45.1,51.2,52.9,41.0
02-21,51.8,30.4,26.1,53.2,42.1,47.1,49.0,30.2,41.0,30.9,23.7,43.7,38.3,,23.7,26.9,30.7,45.0,51.2,53.2,41.0
02-22,51.6,31.1,26.0,53.3,42.1,47.2,49.3,30.1,41.0,30.6,23.9,43.5,38.1,,23.9,26.9,30.9,45.0,51.1,53.3,41.0
02-23,51.6,30.6,26.0,53.1,41.9,47.8,49.3,29.6,41.1,30.5,24.0,43.5,38.2,,24.0,26.7,30.6,45.2,51.1,53.1,41.1
02-24,51.2,37.4,25.9,53.4,42.0,47.6,49.6,29.9,41.1,30.7,23.7,43.5,38.1,,23.7,26.7,34.7,45.2,50.9,53.4,41.1
02-25,51.3,30.9,26.1,53.1,42.2,47.6,49.5,29.3,41.1,30.9,23.8,43.4,38.1,,23.8,26.8,30.9,45.1,51.0,53.1,41.1
02-26,51.3,31.2,25.8,53.1,42.0,47.8,49.6,29.2,41.0,31.0,23.9,43.6,38.2,,23.9,26.5,31.1,45.3,51.0,53.1,41.0
02-27,51.2,31.2,26.0,53.0,41.9,49.1,49.4,29.5,40.9,31.0,23.6,43.3,38.2,,23.6,26.7,31.1,45.7,50.8,53.0,40.9
02-28,51.6,31.2,25.6,53.7,42.0,48.1,49.5,29.6,41.1,30.9,24.0,43.3,38.2,,24.0,26.4,31.1,45.2,51.2,53.7,41.1
02-29,,31.1,,,,47.8,,,,31.1,,,,,24.0,26.4,31.1,45.2,51.2,53.7,41.1
03-01,51.2,31.3,26.8,53.1,42.0,48.1,49.4,29.4,41.0,30.9,23.5,43.3,38.2,,23.5,27.3,31.1,45.2,50.9,53.1,41.0
03-02,51.7,31.2,25.7,53.0,41.7,48.5,49.3,29.4,41.4,31.0,24.0,43.5,38.2,,24.0,26.4,31.1,45.5,51.2,53.0,41.4
03-03,51.8,31.1,26.2,53.2,42.0,49.0,49.3,29.9,41.2,30.7,24.0,46.1,38.2,,24.0,26.9,31.0,47.2,51.3,53.2,41.2
03-04,52.0,31.5,25.7,53.2,41.8,49.8,49.5,29.7,41.6,30.9,23.8,46.2,38.2,,23.8,26.5,31.2,47.5,51.5,53.2,41.6
03-05,51.9,31.7,26.2,53.2,41.9,50.5,49.4,29.5,41.5,31.0,23.8,46.1,38.1,,23.8,26.8,31.4,47.4,51.6,53.2,41.5
03-06,51.8,31.4,26.5,53.4,41.9,51.5,49.4,29.9,41.4,31.0,23.7,45.7,38.2,,23.7,27.2,31.2,47.2,51.8,53.4,41.4
03-07,51.8,31.9,26.6,53.4,41.8,52.4,49.4,29.8,41.6,31.0,24.3,45.7,38.3,,24.3,27.2,31.5,47.2,52.3,53.4,41.6
03-08,52.1,31.9,26.6,53.3,41.8,52.5,49.3,29.5,41.5,31.1,24.0,45.7,38.3,,24.0,27.2,31.6,47.1,52.4,53.3,41.5
03-09,52.1,32.2,26.6,53.4,41.7,52.9,49.2,29.6,41.6,31.2,24.4,45.5,38.4,,24.4,27.2,31.8,47.0,52.7,53.4,41.6
03-10,52.2,32.2,27.3,53.6,42.0,53.3,49.5,29.7,41.7,30.9,24.4,45.4,38.3,,24.4,27.8,31.7,47.0,53.0,53.6,41.7
