date,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-11,21.6,30.8,27.8,16.7,23.1,22.3,32.7,10.8,24.5,32.1,39.5,22.9,10.0,18.3,30.0,32.6,34.4,,10.0,14.3,22.1,31.1,33.4,39.5,24.5
02-12,28.8,24.1,27.1,17.2,26.2,33.8,27.0,13.4,29.7,37.6,42.7,23.5,23.5,21.1,28.5,31.2,31.5,,13.4,19.5,24.0,30.0,35.3,42.7,27.1
02-13,26.9,22.5,27.4,16.5,26.8,37.6,24.6,20.7,33.4,42.1,36.5,26.4,27.5,23.8,26.1,35.2,31.5,,16.5,21.8,25.8,31.9,36.9,42.1,26.9
02-14,29.0,19.9,15.3,16.8,26.2,36.7,22.5,22.5,35.9,45.0,30.7,28.4,31.7,31.9,15.1,37.3,12.8,,12.8,15.2,22.0,31.8,36.9,45.0,28.4
02-15,17.0,24.6,21.6,21.9,27.5,36.3,22.0,22.6,43.5,33.6,33.9,16.7,26.4,28.0,20.5,32.6,9.6,,9.6,16.9,21.9,29.0,34.9,43.5,24.6
02-16,8.2,29.9,22.9,26.5,26.3,30.6,20.2,32.3,33.1,24.8,36.6,19.4,14.8,28.7,20.6,19.3,14.1,,8.2,14.5,20.0,28.9,32.6,36.6,24.8
02-17,15.4,29.8,19.8,21.5,26.5,19.0,20.8,24.8,35.1,25.4,42.2,31.5,14.1,18.0,15.4,19.6,28.4,,14.1,15.4,19.5,26.9,32.9,42.2,21.5
02-18,16.4,35.0,24.8,21.1,24.5,27.7,24.7,20.1,33.3,33.7,29.8,29.1,11.3,14.5,13.2,24.4,27.7,,11.3,14.0,20.9,28.0,33.4,35.0,24.7
02-19,14.4,20.6,32.9,21.6,20.7,26.7,16.4,28.0,24.4,38.6,33.9,12.6,6.3,15.2,25.5,30.9,23.6,,6.3,13.7,19.7,27.0,33.3,38.6,23.6
02-20,10.5,24.2,28.6,27.0,16.8,19.3,16.8,23.9,17.2,29.4,32.1,4.1,10.7,25.6,23.8,34.2,28.0,,4.1,10.6,17.2,27.2,30.5,34.2,23.9
02-21,13.0,35.3,25.5,32.5,13.9,18.5,26.2,15.5,25.8,22.8,31.5,9.6,11.3,32.4,18.0,19.5,27.1,,9.6,12.3,17.5,26.4,32.4,35.3,22.8
02-22,20.8,36.5,25.8,37.0,12.3,21.4,33.9,15.3,27.7,15.9,24.2,12.5,10.4,35.4,25.7,13.7,12.2,,10.4,12.3,15.0,26.2,35.9,37.0,21.4
02-23,26.0,19.5,25.3,35.9,22.0,21.6,18.0,15.5,33.7,19.0,21.6,11.8,12.3,32.2,28.5,7.9,11.4,,7.9,11.6,17.5,25.5,32.8,35.9,21.6
02-24,28.6,14.7,28.0,38.1,26.2,21.9,23.6,13.0,36.4,27.8,28.0,9.6,22.3,17.6,18.4,6.6,18.4,,6.6,11.6,18.2,27.8,31.7,38.1,22.3
02-25,32.0,20.9,26.4,35.9,23.8,22.2,23.2,18.0,36.8,29.2,33.3,13.4,31.2,15.4,17.1,7.3,30.8,,7.3,14.6,20.3,30.9,34.3,36.8,23.8
02-26,38.0,21.2,26.3,30.2,26.8,22.5,15.6,13.4,37.2,22.6,37.2,24.0,34.5,24.8,19.1,14.0,25.5,,13.4,15.0,22.2,27.5,37.2,38.0,24.8
02-27,40.4,18.7,34.3,17.2,29.7,18.9,26.4,14.5,31.4,20.1,38.9,25.0,32.4,29.8,11.3,28.4,20.8,,11.3,16.2,19.9,30.1,36.2,40.4,26.4
02-28,34.1,14.3,32.2,30.6,27.1,27.6,20.4,24.5,30.9,21.6,33.9,19.3,32.3,34.3,11.9,33.4,16.1,,11.9,15.4,21.4,32.2,34.0,34.3,27.6
02-29,,,38.6,,,,21.8,,,,33.1,,,35.8,,,,,11.9,15.4,21.4,32.2,34.0,34.3,27.6
03-01,27.5,12.1,32.5,43.9,29.5,31.8,15.2,29.9,29.0,25.0,37.4,25.9,29.5,25.6,26.6,40.3,19.7,,12.1,17.9,25.8,30.3,38.6,43.9,29.0
03-02,34.3,11.8,16.4,43.3,32.4,34.3,12.8,38.0,31.2,26.2,36.6,30.5,25.8,20.4,33.1,43.8,17.5,,11.8,15.0,24.7,34.3,40.2,43.8,31.2
03-03,35.1,15.8,21.5,40.2,30.4,29.1,22.0,32.2,34.6,19.0,42.4,31.4,24.4,26.5,35.8,43.2,18.0,,15.8,18.6,24.0,34.7,41.1,43.2,30.4
03-04,23.0,31.6,19.1,33.8,26.5,25.3,31.5,20.7,31.3,16.8,42.1,16.8,20.5,33.1,32.2,35.9,22.2,,16.8,18.2,21.9,31.7,34.6,42.1,26.5
03-05,33.9,38.2,15.4,19.4,25.7,31.6,39.9,32.8,34.2,24.2,42.0,15.6,29.8,38.5,38.3,27.8,21.0,,15.4,17.9,25.4,35.0,39.1,42.0,31.6
03-06,36.0,37.0,19.0,19.7,28.8,29.4,31.9,35.0,36.2,32.4,33.4,20.8,33.3,41.2,39.2,18.3,17.8,,17.8,18.8,27.2,35.2,37.8,41.2,32.4
03-07,25.7,38.1,27.0,17.3,29.6,26.4,21.7,32.4,28.1,37.5,26.0,30.9,30.7,38.9,39.9,14.5,18.0,,14.5,17.7,25.9,31.2,38.4,39.9,28.1
03-08,21.6,32.3,26.8,27.3,29.6,21.0,29.5,30.2,31.2,35.0,28.7,35.3,25.1,31.1,42.2,19.9,22.4,,19.9,21.4,26.4,31.1,35.1,42.2,29.5
03-09,16.2,37.4,25.2,20.8,28.0,29.9,37.5,27.5,40.3,34.7,29.8,36.2,20.4,33.2,27.9,18.3,24.8,,16.2,19.6,25.1,33.5,37.4,40.3,28.0
03-10,12.8,31.1,28.9,13.6,18.2,38.7,37.9,28.0,37.6,38.4,40.5,33.4,25.2,33.4,23.2,10.0,30.6,,10.0,13.3,24.8,34.3,38.5,40.5,30.6
03-11,15.0,36.7,36.3,27.0,18.3,35.8,38.2,31.3,23.8,40.6,42.6,36.7,27.3,36.4,21.6,18.3,24.8,,15.0,18.3,24.6,36.5,39.2,42.6,31.3
03-12,14.7,45.9,32.1,26.6,31.6,33.2,38.9,34.3,28.8,36.0,38.7,37.5,31.8,35.9,24.4,31.0,29.2,,14.7,25.7,30.6,35.9,38.8,45.9,32.1
03-13,15.6,46.8,29.8,28.6,28.0,33.6,39.2,40.4,32.5,39.6,35.8,39.7,19.9,31.4,25.4,29.8,30.7,,15.6,23.2,29.5,36.5,40.0,46.8,31.4
03-14,25.1,43.2,22.7,33.9,28.7,34.3,38.6,47.5,33.2,42.5,27.3,36.5,18.2,33.5,31.6,27.8,34.5,,18.2,24.1,28.5,34.9,42.8,47.5,33.5
03-15,21.2,36.6,20.8,35.5,33.0,38.8,41.7,45.7,29.8,48.5,21.1,26.9,24.3,36.5,34.1,36.4,28.0,,20.8,21.2,27.8,36.5,43.3,48.5,34.1
03-16,27.1,43.6,20.3,41.8,37.4,36.4,42.1,38.2,37.7,47.6,26.2,26.0,32.0,36.9,31.1,29.1,18.9,,18.9,23.7,28.7,37.8,42.7,47.6,36.4
03-17,29.5,48.9,22.6,40.9,41.9,22.5,36.6,27.8,28.8,46.8,30.8,23.5,33.6,37.3,31.7,26.6,19.0,,19.0,22.6,27.5,36.7,43.9,48.9,30.8
03-18,27.8,47.2,28.3,39.2,33.6,30.3,23.6,27.1,18.3,38.8,28.9,19.7,33.4,28.3,37.0,30.7,23.3,,18.3,21.8,27.6,33.5,39.0,47.2,28.9
03-19,23.2,47.0,36.9,42.6,22.6,28.9,19.0,30.8,27.0,36.4,34.7,22.5,31.9,27.7,42.7,35.6,27.4,,19.0,22.6,27.3,35.8,42.7,47.0,30.8
03-20,23.0,42.4,31.1,46.0,25.2,29.0,22.8,34.2,36.6,42.1,43.7,29.8,33.6,27.9,31.5,28.3,26.2,,22.8,24.3,28.2,34.6,42.9,46.0,31.1
03-21,25.5,34.0,29.6,44.6,37.8,28.9,34.9,24.4,33.7,44.0,43.4,37.8,31.8,27.9,21.0,24.4,27.0,,21.0,24.4,27.7,35.5,43.6,44.6,31.8
03-22,25.1,35.7,24.3,31.6,33.1,21.8,44.8,14.8,28.9,41.3,26.9,38.4,29.8,30.2,21.7,27.9,25.2,,14.8,21.8,25.2,31.9,39.5,44.8,28.9
03-23,29.3,37.0,32.2,22.2,24.2,27.8,45.7,13.1,32.4,32.6,25.5,33.6,32.4,31.7,23.9,34.6,24.4,,13.1,23.2,25.3,32.4,35.6,45.7,31.7
03-24,37.3,38.9,40.7,23.1,28.6,28.0,45.8,15.2,35.4,31.5,31.1,33.9,30.1,33.0,24.6,42.5,17.4,,15.2,20.8,28.5,35.8,41.4,45.8,31.5
03-25,39.2,43.0,40.4,24.0,30.5,23.4,45.7,25.5,41.7,29.0,25.1,26.7,34.9,28.0,24.5,47.4,11.9,,11.9,23.7,25.4,39.4,44.1,47.4,29.0
03-26,22.1,43.7,37.1,17.3,22.6,25.7,30.6,35.2,32.1,36.8,25.1,20.2,41.5,22.6,26.0,51.0,11.3,,11.3,19.1,22.6,35.5,42.4,51.0,26.0
03-27,33.1,32.9,22.2,21.4,25.2,27.0,36.5,38.4,25.8,45.0,34.6,26.0,43.2,19.4,28.4,50.3,16.1,,16.1,20.6,25.7,35.0,44.0,50.3,28.4
03-28,34.1,25.3,29.9,32.0,34.2,21.7,38.8,41.5,30.2,47.1,31.6,31.2,35.7,23.4,39.1,41.5,28.5,,21.7,24.6,30.1,36.3,41.5,47.1,32.0
03-29,29.1,23.2,31.6,21.6,42.9,26.0,38.6,40.5,39.5,42.5,26.2,32.5,24.9,28.2,30.7,33.0,31.9,,21.6,24.2,27.8,34.1,41.3,42.9,31.6
03-30,26.9,25.4,24.7,18.2,37.5,32.8,44.9,40.7,31.1,46.8,25.3,37.8,26.6,31.9,18.0,34.8,22.5,,18.0,20.8,25.4,35.3,42.4,46.8,31.1
03-31,32.3,36.9,15.7,23.9,26.1,40.7,48.4,41.7,26.3,48.9,29.6,42.6,28.1,40.1,28.4,30.8,24.4,,15.7,24.2,27.8,40.2,44.9,48.9,30.8
04-01,27.6,39.8,22.7,20.1,19.9,44.3,29.5,34.7,25.8,30.9,32.7,42.5,33.4,34.3,43.0,33.2,34.0,,19.9,21.7,29.1,34.4,42.7,44.3,33.2
04-02,31.6,38.9,29.8,29.3,22.5,44.7,26.8,35.1,22.4,24.4,37.5,33.4,35.0,19.6,47.6,40.4,33.4,,19.6,22.4,28.8,35.5,42.1,47.6,33.4
04-03,42.3,38.0,27.3,24.0,23.1,20.6,36.0,40.3,24.4,28.2,42.6,24.0,34.2,25.0,51.2,36.8,23.2,,20.6,23.1,24.3,37.0,42.5,51.2,28.2
04-04,42.2,45.1,33.3,23.7,26.8,26.0,43.8,44.5,31.2,38.9,43.4,36.4,39.4,35.9,51.8,38.5,15.5,,15.5,25.1,32.8,42.4,44.8,51.8,38.5
04-05,31.9,43.8,28.1,26.4,26.1,38.2,38.7,37.5,29.8,42.5,33.7,38.6,38.7,37.2,43.5,25.8,15.8,,15.8,26.0,29.4,38.6,42.9,43.8,37.2
04-06,26.1,45.0,29.0,36.4,18.3,32.1,21.4,36.1,30.7,35.4,38.8,37.2,34.4,36.1,25.3,26.5,23.8,,18.3,22.8,26.4,36.1,37.9,45.0,32.1
04-07,34.5,44.4,24.6,42.8,23.6,31.0,33.9,38.0,37.4,35.3,47.1,38.9,40.0,38.8,36.8,35.8,35.7,,23.6,28.5,35.2,38.8,43.4,47.1,36.8
04-08,42.6,36.2,26.4,32.7,36.0,25.4,44.6,29.6,44.0,28.0,47.7,31.6,46.7,43.2,39.9,46.5,38.6,,25.4,27.4,32.5,43.4,46.6,47.7,38.6
04-09,43.8,35.2,24.7,29.5,32.1,23.8,49.0,18.8,48.5,32.7,41.1,33.7,37.4,40.3,32.5,36.8,41.1,,18.8,24.4,32.4,40.4,45.7,49.0,35.2
04-10,36.7,22.0,22.3,36.1,39.7,25.0,50.7,29.8,45.1,39.5,40.7,45.0,26.4,37.6,41.5,24.2,47.0,,22.0,23.4,29.1,40.9,45.9,50.7,37.6
04-11,35.6,25.2,24.7,33.6,44.4,34.6,42.0,33.1,47.9,43.0,41.2,47.8,25.2,37.5,35.6,30.2,51.8,,24.7,25.2,33.5,42.2,47.8,51.8,35.6
04-12,44.1,28.1,33.3,34.2,37.0,34.2,28.2,35.8,43.8,35.3,44.5,28.8,26.2,26.1,31.6,14.8,47.9,,14.8,26.1,28.7,36.0,44.2,47.9,34.2
04-13,46.8,32.7,42.2,40.1,27.6,34.2,29.9,34.6,28.9,44.4,41.2,22.2,29.4,20.8,32.0,17.8,28.1,,17.8,21.6,28.8,35.7,43.1,46.8,32.0
04-14,42.2,40.2,48.4,34.3,34.4,25.3,30.6,24.6,29.8,37.0,33.1,31.7,38.4,25.2,29.3,30.3,24.0,,24.0,25.0,29.7,34.9,41.0,48.4,31.7
04-15,37.9,40.7,30.6,26.4,43.4,33.4,31.7,26.2,39.6,19.5,27.4,41.6,37.7,30.9,28.0,34.7,31.1,,19.5,26.3,30.1,37.7,41.1,43.4,31.7
04-16,41.4,39.4,19.7,26.2,46.6,40.2,35.3,22.8,33.9,29.0,32.1,40.8,33.6,26.2,27.4,38.8,42.3,,19.7,24.9,28.7,39.5,41.8,46.6,33.9
04-17,26.6,42.6,28.8,32.4,44.3,43.6,37.5,19.1,42.7,35.2,32.1,22.5,33.4,30.6,29.8,37.3,44.4,,19.1,25.0,30.4,38.5,43.9,44.4,33.4
04-18,22.7,29.2,42.6,37.1,47.2,36.1,37.9,24.2,46.1,41.3,33.5,31.2,40.6,36.1,36.5,47.6,29.5,,22.7,27.2,33.1,40.8,46.6,47.6,36.5
04-19,28.0,26.5,44.8,41.0,49.6,31.3,37.9,30.4,45.0,41.4,38.9,39.3,48.3,35.6,37.0,41.6,21.4,,21.4,27.4,34.7,41.5,46.3,49.6,38.9
04-20,36.1,33.1,26.6,45.2,47.7,34.4,44.3,32.1,45.5,42.4,46.3,37.3,47.2,38.8,31.7,38.8,22.5,,22.5,29.7,34.2,44.5,46.7,47.7,38.8
04-21,45.4,33.0,27.1,47.9,38.9,33.0,51.2,37.6,47.8,45.7,50.8,41.9,38.5,41.7,34.1,46.8,29.5,,27.1,31.6,36.9,45.9,49.1,51.2,41.7
04-22,50.1,32.4,41.0,50.7,30.3,27.0,55.4,31.5,44.0,44.6,51.1,47.7,38.2,40.8,35.8,32.2,28.9,,27.0,29.8,32.4,45.2,50.9,55.4,40.8
04-23,43.1,33.3,39.4,50.1,30.9,28.8,57.8,26.6,28.6,43.0,34.5,42.3,42.2,37.0,37.9,27.8,34.0,,26.6,28.3,32.8,42.2,45.9,57.8,37.0
04-24,33.4,37.7,25.4,40.4,37.9,31.8,56.4,34.1,38.4,37.8,35.2,38.6,44.4,37.5,41.1,29.5,34.7,,25.4,30.9,34.6,38.4,42.4,56.4,37.7
04-25,37.9,41.6,30.6,32.6,36.3,30.6,48.7,38.8,41.5,33.1,33.6,44.6,46.8,44.1,41.8,36.9,28.9,,28.9,30.6,33.5,41.7,45.5,48.7,37.9
04-26,43.2,41.7,30.6,26.4,38.5,23.3,45.1,42.5,31.9,30.8,32.4,48.3,45.7,48.1,32.2,44.4,38.8,,23.3,28.9,32.1,43.5,46.7,48.3,38.8
04-27,44.8,45.2,38.4,33.7,46.4,28.2,28.5,46.2,27.5,37.8,34.3,53.1,44.3,48.8,31.6,46.1,42.1,,27.5,28.4,34.2,45.4,47.4,53.1,42.1
04-28,42.6,53.6,48.5,39.7,27.6,39.3,30.0,49.4,25.0,45.3,33.3,53.4,40.4,46.6,39.8,43.5,42.3,,25.0,29.0,39.6,45.6,51.0,53.6,42.3
04-29,44.4,57.2,49.2,38.3,21.8,23.0,37.3,47.1,29.4,51.2,32.4,41.5,36.9,53.3,47.5,30.1,49.6,,21.8,26.8,36.0,47.8,52.0,57.2,41.5
04-30,43.5,53.9,28.9,42.5,26.4,23.4,45.8,37.2,35.0,49.5,33.6,30.7,31.2,52.5,55.8,40.2,53.5,,23.4,27.9,33.1,46.5,53.7,55.8,40.2
05-01,45.1,53.8,22.5,39.7,27.9,28.4,42.5,25.9,42.6,50.2,35.4,34.1,27.3,44.1,54.0,37.4,54.4,,22.5,26.7,32.9,44.3,53.9,54.4,39.7
05-02,43.9,50.8,30.6,37.1,28.1,33.9,47.2,35.1,48.8,52.5,39.9,33.7,35.3,46.0,40.9,41.0,49.9,,28.1,32.5,35.3,46.3,50.3,52.5,40.9
05-03,42.1,31.5,36.9,38.4,39.1,39.0,48.6,42.9,54.0,50.2,46.3,39.0,40.6,41.4,36.8,28.3,48.6,,28.3,34.6,38.9,43.6,49.3,54.0,40.6
05-04,37.8,29.4,43.6,37.8,33.9,33.6,46.9,43.6,53.3,45.0,51.3,46.0,44.6,37.9,40.5,32.8,39.9,,29.4,33.3,37.8,44.7,48.7,53.3,40.5
05-05,36.0,27.4,47.8,46.0,39.1,45.7,35.2,46.8,48.9,43.1,53.3,51.0,45.7,45.7,43.6,46.7,33.9,,27.4,34.7,42.3,46.7,49.7,53.3,45.7
05-06,41.1,33.2,48.0,47.8,24.5,48.9,36.3,41.1,39.6,39.2,42.4,55.5,45.8,48.8,54.2,51.5,33.9,,24.5,33.6,39.6,48.2,52.6,55.5,42.4
05-07,43.9,41.2,39.2,44.1,30.8,52.2,40.5,38.3,31.6,40.0,37.2,54.8,38.8,37.1,51.5,44.6,36.0,,30.8,34.2,38.1,43.9,51.8,54.8,40.0
05-08,40.2,47.8,37.6,36.0,41.3,41.4,46.7,39.1,34.9,38.6,36.2,53.0,35.7,43.4,35.8,34.6,42.1,,34.6,35.4,36.2,41.6,47.1,53.0,39.1
05-09,36.0,51.9,37.7,40.5,42.6,31.5,51.6,44.9,36.8,33.0,41.2,56.9,34.6,46.7,35.2,25.9,45.4,,25.9,32.4,35.9,45.0,51.7,56.9,40.5
05-10,38.1,56.4,36.8,42.5,34.8,33.1,49.8,48.6,34.5,35.4,33.3,50.1,38.8,52.2,34.2,37.1,41.6,,33.1,33.9,35.3,43.7,50.9,56.4,38.1
05-11,46.8,58.9,47.4,50.5,32.1,36.4,43.7,51.3,29.5,43.9,36.1,37.5,43.8,52.2,36.5,40.6,41.4,,29.5,34.5,37.3,47.0,51.6,58.9,43.7
05-12,53.2,59.1,30.4,46.9,32.4,44.0,45.3,54.7,30.6,48.5,46.4,35.7,48.3,49.8,44.7,32.5,45.2,,30.4,31.7,42.3,48.3,53.8,59.1,45.3
05-13,54.5,55.3,35.4,37.0,34.2,50.4,48.2,59.4,34.9,47.1,54.9,39.9,52.5,41.3,52.6,42.5,42.5,,34.2,35.2,41.0,52.5,55.0,59.4,47.1
05-14,54.8,48.3,40.2,44.5,36.8,46.0,54.5,58.8,42.7,41.6,56.6,41.2,53.6,42.8,54.4,50.4,43.0,,36.8,40.8,42.8,53.8,55.5,58.8,46.0
05-15,55.1,50.5,44.0,43.7,40.6,46.3,58.6,55.4,49.2,33.8,43.2,47.0,52.0,41.9,53.6,55.5,50.0,,33.8,41.4,43.9,52.3,55.4,58.6,49.2
05-16,57.9,55.3,50.1,48.4,46.8,34.2,53.7,51.4,53.4,33.4,38.0,52.1,45.0,45.4,49.1,58.0,50.8,,33.4,36.5,46.6,52.3,56.4,58.0,50.1
05-17,58.2,54.9,54.3,55.8,50.9,31.6,52.7,43.1,54.3,40.6,39.7,50.5,32.1,55.3,46.0,51.0,49.6,,31.6,36.6,45.4,54.3,55.5,58.2,50.9
05-18,59.3,57.2,58.6,59.7,38.2,33.3,40.7,37.9,52.2,41.6,45.6,42.8,33.9,55.8,51.4,52.8,48.8,,33.3,36.3,41.4,53.4,58.9,59.7,48.8
05-19,55.1,57.6,58.0,55.0,40.1,34.2,43.8,37.5,45.0,38.7,47.3,46.1,35.2,48.9,55.0,46.2,50.6,,34.2,36.6,43.1,51.5,56.1,58.0,46.2
05-20,57.2,56.5,59.2,51.3,43.7,35.7,51.8,38.7,49.3,41.4,48.6,48.5,34.6,36.3,51.4,28.6,54.0,,28.6,35.3,40.9,51.5,56.8,59.2,48.6
05-21,56.2,40.0,33.5,53.5,42.7,43.2,59.6,47.6,48.2,41.4,39.3,50.4,33.0,42.6,39.9,35.7,53.2,,33.0,34.8,40.0,48.7,54.6,59.6,42.7
05-22,50.1,30.6,31.3,52.4,29.8,42.8,55.6,52.8,51.1,39.5,36.0,46.0,33.6,43.6,39.6,39.9,52.7,,29.8,31.0,38.8,50.3,52.7,55.6,42.8
05-23,44.8,36.0,34.3,48.1,33.6,38.8,39.2,46.1,46.8,38.6,42.6,45.9,33.0,31.7,33.1,37.5,48.8,,31.7,33.0,35.6,45.0,47.3,48.8,38.8
05-24,52.7,42.0,37.6,43.1,30.8,36.3,38.8,46.2,44.4,39.5,41.6,53.9,36.3,37.0,38.9,41.4,50.6,,30.8,36.3,38.6,43.3,51.5,53.9,41.4
05-25,58.1,49.2,40.6,45.0,41.5,44.0,47.6,52.8,50.5,42.5,41.2,58.4,42.0,43.5,48.2,49.7,49.9,,40.6,41.4,43.3,49.8,54.9,58.4,47.6
05-26,56.9,53.3,36.4,44.8,47.9,40.1,37.8,52.5,55.8,41.4,40.6,52.9,45.4,52.7,47.1,59.6,46.6,,36.4,39.2,44.1,52.7,56.3,59.6,47.1
05-27,40.6,58.3,45.0,50.1,50.4,37.8,34.1,47.5,60.8,44.2,42.1,43.9,37.7,55.8,51.0,57.5,46.2,,34.1,37.8,43.5,50.5,57.8,60.8,46.2
05-28,30.1,51.5,47.6,53.6,45.8,37.8,42.6,38.7,61.1,44.2,46.0,42.9,38.2,58.6,55.2,45.9,48.5,,30.1,38.1,42.8,49.1,56.6,61.1,45.9
05-29,37.2,42.2,42.5,54.0,35.6,32.3,51.8,37.9,56.1,48.4,48.9,47.7,41.4,62.9,52.7,33.9,52.3,,32.3,34.9,40.7,51.9,54.9,62.9,47.7
05-30,42.2,46.0,45.3,52.2,41.1,33.1,52.2,40.9,56.3,56.3,48.6,53.9,45.4,60.6,51.0,31.8,53.2,,31.8,37.8,44.7,52.4,56.3,60.6,48.6
05-31,48.1,51.3,51.6,51.5,49.6,46.5,53.8,42.5,56.1,60.7,49.4,54.6,47.2,60.3,53.5,35.8,51.5,,35.8,44.9,49.1,53.6,57.8,60.7,51.5
06-01,57.1,54.4,54.6,50.9,44.5,52.2,57.7,49.6,50.3,59.9,52.9,44.3,47.0,60.4,56.8,44.9,48.1,,44.3,44.7,49.3,55.0,58.6,60.4,52.2
06-02,61.3,58.2,50.1,50.0,49.5,38.6,60.5,58.6,57.8,55.1,58.2,51.4,49.2,58.5,59.9,53.2,45.3,,38.6,47.6,50.1,58.2,60.2,61.3,55.1
06-03,57.8,58.9,47.2,54.2,54.2,40.3,62.3,51.2,56.6,54.0,56.8,58.6,50.8,60.9,63.9,56.8,46.6,,40.3,47.0,53.5,58.0,61.5,63.9,56.6
06-04,59.5,60.4,37.0,55.7,55.0,52.6,64.8,52.5,55.3,54.4,59.4,62.5,51.7,60.2,66.4,54.7,49.8,,37.0,51.0,54.0,59.7,63.4,66.4,55.3
06-05,60.2,58.9,39.4,50.6,55.1,58.1,46.3,52.4,55.2,49.7,63.2,62.5,54.7,63.4,63.6,51.8,53.6,,39.4,48.4,52.3,59.2,63.3,63.6,55.1
06-06,64.3,33.6,43.2,44.1,62.3,51.3,38.3,56.3,56.9,46.8,63.2,62.1,52.6,44.9,62.2,50.2,53.8,,33.6,41.3,46.4,58.0,62.7,64.3,52.6
06-07,60.6,32.7,37.0,40.7,56.1,45.6,48.3,59.8,56.0,49.3,59.6,60.2,52.4,35.3,62.4,52.0,50.7,,32.7,36.3,47.8,56.8,60.4,62.4,52.0
06-08,52.2,43.4,39.7,43.8,51.8,47.1,59.1,59.4,49.9,55.4,61.4,60.0,36.1,31.5,58.7,58.1,48.3,,31.5,38.3,46.5,58.2,59.7,61.4,51.8
06-09,47.0,52.7,49.5,44.7,57.4,41.9,45.8,64.2,54.0,57.8,64.4,62.4,42.4,41.1,59.7,61.2,49.9,,41.1,42.2,46.8,58.2,63.1,64.4,52.7
06-10,51.4,58.0,47.3,42.1,46.8,48.7,39.1,64.6,60.4,53.9,62.6,47.8,51.7,49.7,48.2,65.2,50.4,,39.1,44.9,48.1,54.7,63.4,65.2,50.4
06-11,58.2,54.9,35.6,40.6,38.6,52.7,48.8,57.9,55.6,50.1,50.9,51.5,53.8,57.5,49.5,65.3,49.6,,35.6,39.8,49.5,55.0,58.0,65.3,51.5
06-12,62.6,52.8,40.4,45.3,38.4,51.4,56.5,60.2,58.1,56.4,52.7,55.9,56.1,62.4,60.6,64.4,47.5,,38.4,43.3,52.4,58.5,62.5,64.4,56.1
06-13,57.7,57.0,48.9,44.2,38.9,50.1,60.0,58.1,55.5,58.4,47.8,64.0,55.0,54.8,67.1,41.7,47.6,,38.9,43.2,48.7,57.8,61.6,67.1,55.0
06-14,47.4,59.9,58.4,43.4,45.5,50.1,57.1,48.9,43.1,59.4,54.2,64.7,52.3,48.6,68.9,39.4,48.5,,39.4,43.3,48.3,57.4,61.8,68.9,50.1
06-15,43.8,64.5,61.0,45.8,54.7,56.3,58.2,55.9,48.6,58.5,57.8,62.1,54.3,56.2,69.9,48.0,44.0,,43.8,45.0,53.2,58.2,63.0,69.9,56.2
06-16,45.8,67.2,61.1,47.3,48.3,46.9,56.9,60.0,46.8,62.1,55.1,57.2,54.3,51.1,67.8,63.4,46.5,,45.8,46.7,48.1,60.2,64.9,67.8,55.1
06-17,55.0,55.1,63.4,44.4,42.9,45.7,64.6,60.6,35.1,62.6,59.5,56.4,51.0,39.2,68.6,66.1,51.0,,35.1,41.4,49.9,61.0,65.2,68.6,55.1
06-18,61.4,51.3,59.4,45.2,54.6,51.2,63.4,61.8,37.7,65.9,62.7,49.4,53.2,44.3,68.2,57.9,56.6,,37.7,44.9,51.2,61.5,64.4,68.2,56.6
06-19,60.7,62.9,56.3,52.2,57.6,39.7,51.6,52.5,48.8,65.8,62.2,49.8,56.3,48.9,65.7,48.6,56.8,,39.7,48.7,51.3,58.2,64.0,65.8,56.3
06-20,55.8,66.1,58.8,46.3,56.6,46.2,48.3,48.5,58.7,63.0,67.6,54.4,50.3,54.4,63.9,42.0,48.9,,42.0,46.3,48.8,58.7,64.8,67.6,54.4
06-21,56.7,65.0,62.9,46.8,54.6,52.3,63.4,51.6,58.6,66.7,67.6,61.6,40.1,59.4,63.5,54.0,50.4,,40.1,49.0,53.6,63.0,65.7,67.6,58.6
06-22,56.3,66.3,60.9,49.7,52.6,59.8,64.6,50.0,59.0,62.6,66.0,55.5,39.0,57.4,66.7,58.7,55.0,,39.0,49.9,55.4,61.2,66.1,66.7,58.7
06-23,60.7,67.5,60.0,56.9,58.4,63.8,65.1,56.7,59.3,65.2,66.4,56.8,47.6,59.6,64.1,57.8,52.2,,47.6,54.9,57.6,63.8,65.7,67.5,59.6
06-24,62.4,65.5,62.2,61.8,62.7,59.4,66.5,53.8,62.1,66.7,61.2,51.7,54.5,62.8,51.9,56.6,53.4,,51.7,52.8,56.2,62.5,65.9,66.7,61.8
06-25,60.1,59.7,63.5,60.4,63.6,58.6,66.0,55.5,63.0,66.1,54.0,59.4,59.0,60.1,54.0,59.2,57.7,,54.0,54.9,58.9,60.9,64.6,66.1,59.7
06-26,60.8,62.8,62.2,49.6,58.2,55.4,62.0,63.6,54.1,65.8,60.4,66.2,59.2,59.2,56.1,60.6,58.2,,49.6,54.9,58.2,62.0,64.5,66.2,60.4
06-27,61.2,64.7,59.0,54.0,57.5,59.1,61.7,68.4,47.8,68.2,66.7,66.9,59.1,62.7,58.1,63.0,54.0,,47.8,54.0,58.8,63.3,67.4,68.4,61.2
