date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-18,17.2,34.0,20.9,38.9,35.7,46.8,18.3,33.4,27.2,37.0,31.5,22.3,,17.2,18.5,23.8,35.2,38.8,46.8,32.4
03-19,17.3,34.1,28.6,35.5,38.2,46.4,23.1,35.4,25.6,40.3,35.4,26.9,,17.3,23.4,27.4,35.5,40.1,46.4,34.7
03-20,23.9,37.2,34.3,38.2,42.3,46.0,30.5,34.8,24.1,33.3,27.6,27.0,,23.9,24.4,28.5,36.5,41.8,46.0,33.8
03-21,34.6,32.6,36.2,40.6,42.7,43.8,37.4,29.0,27.4,23.1,23.8,28.0,,23.1,24.2,28.3,37.0,42.5,43.8,33.6
03-22,40.9,26.6,32.8,40.7,27.5,37.4,36.9,28.8,30.0,25.2,28.9,23.4,,23.4,25.4,27.9,35.7,40.4,40.9,29.4
03-23,39.3,15.6,34.4,39.2,22.5,26.7,34.8,32.9,28.8,24.1,34.9,22.7,,15.6,22.5,24.9,34.7,38.8,39.3,30.8
03-24,40.0,24.0,36.2,37.9,32.4,35.0,33.7,32.9,32.0,24.8,42.2,20.7,,20.7,24.1,32.1,35.9,39.8,42.2,33.3
03-25,38.2,33.1,40.3,32.5,33.4,31.4,28.9,37.0,32.0,24.8,45.9,14.3,,14.3,25.2,31.6,35.9,40.1,45.9,32.8
03-26,26.4,37.1,31.2,38.7,25.0,31.5,20.4,41.2,24.5,23.6,47.4,12.5,,12.5,20.7,24.6,35.4,40.9,47.4,28.8
03-27,34.2,37.8,28.8,44.1,34.5,31.3,24.2,40.1,18.7,29.8,45.8,15.2,,15.2,19.3,29.1,36.8,43.7,45.8,32.8
03-28,36.1,38.1,31.4,45.4,32.8,26.7,34.3,36.5,24.6,38.9,36.6,30.5,,24.6,27.1,31.8,36.6,38.8,45.4,35.2
03-29,37.7,39.3,37.4,44.4,20.8,35.4,34.9,26.6,26.9,37.4,32.0,31.9,,20.8,26.6,31.9,37.4,39.1,44.4,35.2
03-30,42.6,39.6,29.3,45.0,21.0,36.4,38.7,26.9,32.0,22.7,34.0,21.2,,21.0,21.4,27.6,38.0,42.3,45.0,33.0
03-31,42.1,40.1,29.9,44.7,25.5,28.4,43.7,28.4,38.9,32.3,34.6,23.9,,23.9,25.8,28.9,39.7,43.5,44.7,33.4
04-01,25.4,32.8,27.1,39.1,30.0,33.9,44.1,35.5,40.2,40.9,37.6,31.3,,25.4,27.4,31.8,38.7,40.8,44.1,34.7
04-02,19.6,30.6,23.4,28.7,36.0,35.8,41.2,35.7,27.8,45.5,41.7,36.0,,19.6,23.9,29.3,36.0,41.6,45.5,35.7
04-03,33.7,37.3,26.0,30.2,40.5,28.6,33.4,34.4,31.5,46.4,36.9,24.6,,24.6,26.3,30.6,36.2,40.2,46.4,33.6
04-04,39.4,41.6,29.2,38.5,41.0,24.9,39.0,36.6,35.3,48.3,41.6,12.7,,12.7,25.4,35.7,40.5,41.6,48.3,38.8
04-05,35.3,40.6,28.8,39.6,39.1,35.0,42.7,37.3,36.4,46.6,40.1,13.6,,13.6,29.4,35.6,40.0,42.5,46.6,38.2
04-06,24.7,40.1,31.6,36.5,40.4,42.4,43.8,37.0,35.3,33.1,31.7,25.5,,24.7,26.1,32.1,39.2,42.2,43.8,35.9
04-07,35.3,41.1,37.9,34.3,45.3,43.1,46.3,41.8,36.9,41.0,38.8,35.1,,34.3,35.1,37.2,41.6,45.1,46.3,39.9
04-08,41.7,29.6,43.6,26.3,39.6,35.6,38.5,46.8,37.0,42.8,45.6,37.0,,26.3,30.2,37.0,42.5,45.4,46.8,39.1
04-09,44.5,18.1,45.2,32.4,35.6,26.9,38.1,40.5,30.1,38.3,44.3,41.0,,18.1,27.2,33.4,40.8,44.5,45.2,38.2
04-10,45.2,26.0,47.1,37.3,35.6,33.8,46.3,23.4,34.0,41.8,32.2,45.5,,23.4,26.6,33.9,44.2,46.2,47.1,36.4
04-11,32.5,34.7,46.3,39.2,35.7,38.9,49.9,26.0,37.9,41.6,37.4,49.5,,26.0,32.8,36.3,40.9,49.1,49.9,38.4
04-12,26.4,35.8,45.4,38.8,38.7,43.1,32.5,27.0,33.6,40.6,18.0,44.5,,18.0,26.5,32.9,40.1,44.4,45.4,37.2
04-13,25.0,42.0,33.1,44.2,39.8,45.0,23.3,32.2,26.4,43.4,24.4,37.4,,23.3,24.4,28.2,41.3,44.1,45.0,35.2
04-14,22.6,38.6,33.8,38.1,39.7,39.0,35.0,40.5,26.5,35.7,35.2,31.6,,22.6,27.0,34.2,38.5,39.6,40.5,35.5
04-15,29.5,36.9,40.8,19.4,26.7,38.2,41.0,41.0,36.2,27.7,39.7,35.1,,19.4,26.8,31.2,39.2,41.0,41.0,36.6
04-16,34.5,24.1,36.9,23.1,28.7,43.4,41.7,33.2,35.6,28.3,38.9,40.4,,23.1,24.5,30.0,38.3,41.6,43.4,35.0
04-17,39.1,18.0,44.8,29.7,32.6,44.7,24.4,34.0,37.3,28.8,42.5,42.2,,18.0,24.9,30.6,41.3,44.5,44.8,35.7
04-18,42.5,21.2,44.2,38.4,33.7,44.0,33.8,43.1,33.8,33.9,46.4,37.8,,21.2,33.7,33.8,42.9,44.2,46.4,38.1
04-19,42.4,33.3,40.4,41.1,38.3,39.0,33.2,46.7,36.2,40.7,45.7,24.1,,24.1,33.2,36.8,41.0,45.4,46.7,39.7
04-20,45.5,34.1,44.5,43.0,44.9,39.6,30.2,46.4,37.7,40.3,43.8,28.8,,28.8,30.6,38.3,44.3,45.4,46.4,41.7
04-21,49.8,41.9,47.9,41.7,46.3,35.0,39.8,36.9,35.6,41.5,45.5,38.8,,35.0,35.7,39.1,44.4,47.7,49.8,41.6
04-22,51.6,41.6,44.9,40.9,46.8,42.4,45.4,35.7,40.6,36.4,30.9,35.0,,30.9,35.1,37.6,44.1,46.7,51.6,41.2
04-23,52.5,29.3,32.1,37.9,35.1,45.8,47.1,40.2,43.6,40.7,28.5,37.4,,28.5,29.6,35.8,42.7,47.0,52.5,39.0
04-24,48.0,36.5,41.7,36.2,37.0,41.8,44.7,44.6,40.5,43.4,30.6,41.1,,30.6,36.2,38.1,42.9,44.7,48.0,41.4
04-25,43.3,39.6,41.8,32.3,29.7,30.9,47.1,45.5,44.5,43.8,37.6,33.0,,29.7,31.1,34.4,43.6,45.4,47.1,40.7
04-26,38.0,40.3,30.7,29.0,30.9,37.6,49.1,49.5,48.5,32.2,46.5,39.6,,29.0,30.7,33.8,44.7,49.0,49.5,38.8
04-27,35.9,43.3,30.7,35.5,32.8,34.6,51.5,48.7,49.7,29.6,46.1,44.3,,29.6,30.9,34.9,45.5,49.6,51.5,39.6
04-28,36.0,48.8,30.1,43.8,32.2,24.3,49.6,47.4,48.3,37.0,44.1,45.2,,24.3,30.3,36.3,46.7,48.7,49.6,44.0
04-29,39.3,50.7,29.4,47.2,32.8,29.4,43.2,38.0,53.4,46.1,36.9,49.2,,29.4,29.7,37.2,46.9,50.6,53.4,41.3
04-30,44.8,49.3,32.5,46.6,32.7,37.6,35.4,35.1,53.3,53.1,44.6,51.1,,32.5,32.9,36.1,48.5,52.9,53.3,44.7
05-01,45.8,30.3,40.4,49.0,33.5,41.8,32.0,31.8,51.5,52.1,39.5,49.2,,30.3,31.8,35.3,48.0,51.2,52.1,41.1
05-02,44.4,35.1,46.9,49.0,36.1,43.7,31.0,36.7,48.9,41.6,42.7,44.0,,31.0,35.2,38.2,44.3,48.7,49.0,43.2
05-03,44.2,42.7,51.2,44.5,42.8,44.9,37.5,41.8,48.1,37.5,34.9,42.3,,34.9,37.5,42.0,44.4,47.8,51.2,42.7
05-04,44.5,44.8,50.6,40.7,48.8,49.9,44.5,44.5,42.2,44.3,35.7,34.6,,34.6,36.2,42.8,44.7,49.8,50.6,44.5
05-05,39.0,42.2,47.8,39.4,49.5,52.8,49.1,46.1,47.4,48.0,47.7,32.1,,32.1,39.1,43.4,48.0,49.5,52.8,47.5
05-06,36.9,36.5,38.5,41.0,38.2,50.8,52.3,44.6,51.8,53.3,54.2,36.1,,36.1,36.6,38.3,51.5,53.2,54.2,42.8
05-07,35.5,33.5,29.9,38.5,33.0,41.5,52.9,40.3,43.6,50.9,51.8,39.6,,29.9,33.0,36.4,43.0,51.7,52.9,39.9
05-08,43.5,35.2,35.2,31.4,35.5,41.6,55.0,36.0,47.6,41.3,44.0,42.4,,31.4,35.2,35.6,43.2,47.2,55.0,41.4
05-09,47.4,37.7,43.6,30.8,43.8,40.1,57.0,35.8,51.1,41.0,35.2,43.3,,30.8,35.2,38.4,43.7,50.7,57.0,42.2
05-10,49.8,43.2,41.8,37.0,40.4,41.0,54.6,36.6,52.2,39.8,38.6,38.8,,36.6,37.2,39.1,42.8,52.0,54.6,40.7
05-11,47.1,46.2,26.8,43.3,40.4,46.6,48.0,40.7,50.3,40.7,36.8,40.2,,26.8,37.1,40.5,46.5,47.9,50.3,42.0
05-12,48.0,50.3,31.6,45.5,46.7,49.9,39.2,45.1,47.4,47.4,36.4,43.1,,31.6,36.7,43.7,47.4,49.7,50.3,46.1
05-13,46.2,53.2,34.1,43.1,51.8,44.1,41.6,48.6,44.7,52.5,45.1,42.1,,34.1,41.7,43.4,47.9,52.4,53.2,44.9
05-14,50.4,54.9,41.1,37.8,51.7,43.8,42.6,48.9,44.9,53.5,52.5,44.3,,37.8,41.3,44.0,51.3,53.4,54.9,46.9
05-15,52.4,50.8,47.4,30.8,46.6,37.9,45.6,48.9,46.6,51.2,56.9,49.7,,30.8,38.6,46.6,50.4,52.3,56.9,48.2
05-16,50.5,50.5,52.4,34.7,38.1,36.5,49.0,40.2,49.9,46.8,55.9,48.6,,34.7,36.7,42.2,50.4,52.2,55.9,48.8
05-17,54.3,42.4,53.8,41.3,39.1,29.8,47.7,30.1,52.3,42.2,53.8,47.3,,29.8,31.0,41.6,50.9,53.8,54.3,44.8
05-18,41.8,40.8,53.4,36.6,41.9,25.7,45.7,36.6,51.1,49.3,54.4,49.2,,25.7,36.6,41.1,49.3,53.2,54.4,43.8
05-19,44.0,36.5,49.2,37.0,47.3,34.4,45.5,32.5,40.4,53.2,55.8,49.2,,32.5,34.6,38.0,48.6,52.8,55.8,44.8
05-20,51.3,37.5,45.1,41.5,47.8,41.0,47.9,31.0,35.2,49.7,34.7,47.2,,31.0,34.7,38.6,47.6,49.5,51.3,43.3
05-21,55.8,46.8,41.5,41.3,41.6,44.5,47.6,31.3,42.7,36.7,39.6,49.2,,31.3,37.0,41.4,46.1,49.0,55.8,42.2
05-22,56.2,50.6,45.1,37.0,38.3,46.1,43.0,30.5,46.4,33.1,45.9,46.3,,30.5,33.5,39.7,46.3,50.2,56.2,45.5
05-23,48.9,48.3,41.7,34.8,41.8,51.6,46.8,31.2,38.4,36.8,40.2,49.9,,31.2,35.0,39.0,47.8,49.8,51.6,41.7
05-24,45.2,47.3,39.2,39.6,39.8,56.3,51.3,36.2,39.9,42.3,44.7,50.0,,36.2,39.3,39.9,46.7,51.2,56.3,43.5
05-25,45.8,48.9,46.1,43.6,41.9,51.7,52.1,41.3,45.5,50.0,51.8,48.5,,41.3,42.0,45.6,49.6,51.8,52.1,47.3
05-26,32.0,48.7,54.1,43.1,39.3,49.2,47.2,40.2,53.7,50.7,57.5,46.4,,32.0,39.4,44.1,50.3,54.0,57.5,47.9
05-27,36.1,48.5,58.4,47.4,42.2,44.2,42.1,32.8,58.2,51.7,56.3,46.9,,32.8,36.7,42.8,50.7,58.0,58.4,47.1
05-28,43.3,43.1,56.8,48.3,47.7,47.6,43.8,36.5,60.3,53.8,52.8,49.8,,36.5,43.1,44.9,51.9,56.5,60.3,48.0
05-29,48.7,42.7,54.1,48.8,49.9,51.3,49.7,40.0,61.7,53.1,43.1,49.5,,40.0,42.7,48.7,50.9,54.0,61.7,49.6
05-30,52.4,48.8,53.5,53.6,48.4,53.5,54.8,43.5,58.8,51.4,36.6,48.6,,36.6,44.0,48.7,53.5,54.7,58.8,51.9
05-31,54.3,47.0,54.5,56.2,50.5,52.6,52.3,46.8,56.6,53.0,40.0,46.0,,40.0,46.0,48.1,53.9,56.1,56.6,52.4
06-01,57.6,51.7,53.0,55.8,52.2,51.2,51.2,49.2,56.9,55.0,46.1,46.0,,46.0,46.5,51.2,54.4,56.8,57.6,52.0
06-02,57.9,56.4,55.9,52.3,57.2,53.2,53.3,47.8,57.4,58.7,53.1,45.0,,45.0,48.3,53.1,57.0,57.8,58.7,54.6
06-03,58.6,56.4,53.6,50.6,58.4,56.7,58.2,48.1,58.6,61.1,55.3,49.2,,48.1,49.4,54.1,58.4,58.6,61.1,56.6
06-04,55.2,56.2,54.1,50.8,59.9,58.1,59.7,50.0,59.9,61.7,52.8,50.7,,50.0,50.7,53.2,59.2,59.9,61.7,55.7
06-05,47.9,56.1,54.8,46.8,62.3,57.2,57.8,53.6,58.9,62.3,55.4,54.2,,46.8,48.5,54.4,57.6,61.9,62.3,55.8
06-06,45.1,56.3,56.7,45.4,60.3,57.3,56.6,55.9,49.4,60.4,56.3,52.7,,45.1,45.8,53.6,56.7,60.0,60.4,56.3
06-07,50.2,58.3,55.3,46.1,58.6,58.1,55.8,53.0,44.0,56.0,58.6,47.7,,44.0,46.3,51.1,57.5,58.6,58.6,55.6
06-08,53.8,60.1,52.9,53.0,60.5,56.3,55.8,45.5,32.7,53.2,61.1,47.0,,32.7,45.6,52.9,56.2,60.5,61.1,53.5
06-09,50.4,62.9,55.7,54.1,60.1,57.2,58.8,45.9,43.8,55.2,61.8,47.2,,43.8,46.0,51.5,58.3,61.7,62.9,55.4
06-10,43.8,59.3,59.9,49.7,58.9,55.7,55.4,53.5,51.2,50.8,62.6,50.1,,43.8,49.7,50.9,57.9,59.9,62.6,54.4
06-11,49.9,56.3,56.2,48.4,51.6,52.5,56.4,55.5,56.7,52.8,63.5,48.8,,48.4,49.0,51.9,56.2,56.6,63.5,54.2
06-12,54.5,59.6,58.0,53.1,53.5,39.9,58.9,57.3,59.3,59.3,63.4,41.1,,39.9,42.3,53.8,59.2,59.6,63.4,57.7
06-13,56.5,58.0,56.6,56.2,47.4,45.9,61.3,59.3,53.1,62.2,54.2,47.0,,45.9,47.1,53.4,57.6,61.1,62.2,56.4
06-14,56.5,54.2,47.7,54.8,53.0,53.0,60.9,53.8,52.0,64.7,48.5,49.4,,47.7,48.6,52.3,54.6,60.5,64.7,53.4
06-15,55.4,55.6,52.8,59.9,53.9,57.1,58.2,53.8,55.9,65.0,53.5,45.2,,45.2,52.9,53.8,56.7,59.8,65.0,55.5
06-16,56.2,55.4,51.5,60.2,53.6,60.9,54.1,51.1,56.0,68.1,61.9,43.0,,43.0,51.2,53.8,59.0,61.8,68.1,55.7
06-17,58.7,55.0,48.4,59.9,55.2,62.9,52.6,49.5,49.6,67.1,62.2,50.1,,48.4,49.5,50.8,59.5,62.8,67.1,55.1
06-18,58.5,56.7,44.8,60.9,58.6,61.1,51.0,52.9,48.0,65.7,55.6,55.3,,44.8,48.3,53.6,58.6,61.1,65.7,56.1
06-19,58.6,53.2,51.1,61.2,63.4,64.8,53.9,57.7,51.1,64.7,48.0,54.5,,48.0,51.1,53.4,60.4,64.6,64.8,56.1
06-20,56.2,51.9,55.7,63.9,64.5,66.5,57.6,57.5,57.5,66.9,48.1,51.9,,48.1,51.9,55.9,62.0,66.3,66.9,57.5
06-21,61.5,54.5,57.7,63.1,66.4,66.2,63.8,46.7,60.8,64.2,55.7,51.8,,46.7,52.0,56.3,63.5,66.0,66.4,61.2
06-22,57.7,53.6,58.6,61.1,64.4,48.8,58.1,40.5,61.2,60.4,53.1,53.4,,40.5,49.2,53.4,59.9,61.2,64.4,57.9
06-23,57.6,55.3,58.1,61.8,63.6,58.2,63.1,47.4,61.7,57.1,56.3,48.1,,47.4,48.8,56.5,60.6,62.9,63.6,57.8
06-24,59.1,51.5,58.7,62.0,62.3,61.9,56.0,53.5,63.4,53.3,56.2,51.1,,51.1,51.7,54.2,61.1,62.2,63.4,57.4
06-25,58.5,54.6,59.0,62.7,58.8,61.2,61.8,55.9,61.2,54.9,55.5,54.3,,54.3,54.7,55.6,60.5,61.7,62.7,58.7
06-26,58.0,58.8,54.4,65.7,62.1,62.9,63.8,55.1,59.2,58.2,55.1,55.1,,54.4,55.1,56.0,61.2,63.7,65.7,58.5
06-27,59.1,63.9,54.2,63.4,67.0,62.0,63.0,56.2,61.3,60.1,58.0,53.1,,53.1,54.4,58.3,62.7,63.8,67.0,60.7
06-28,60.3,65.2,58.7,61.9,62.0,60.8,60.3,58.0,59.4,60.4,60.9,53.3,,53.3,58.1,59.7,60.9,62.0,65.2,60.4
06-29,60.4,65.6,63.3,62.6,60.9,59.9,57.7,58.4,43.3,53.1,61.6,50.0,,43.3,50.3,57.9,61.4,63.2,65.6,60.2
06-30,61.0,67.1,62.7,62.3,54.8,58.7,55.5,55.6,48.0,53.2,60.6,54.4,,48.0,53.4,55.0,60.9,62.7,67.1,57.1
07-01,59.3,63.3,62.7,63.1,52.5,62.0,58.3,57.3,53.6,56.1,60.5,58.6,,52.5,53.9,57.6,61.6,63.1,63.3,58.9
07-02,59.1,66.3,60.1,58.7,53.9,60.4,61.6,57.7,55.8,61.1,60.8,62.9,,53.9,56.0,58.9,61.0,62.8,66.3,60.2
07-03,58.9,66.4,61.7,61.4,54.3,59.9,60.1,56.6,57.8,64.0,60.0,65.1,,54.3,56.7,59.2,61.6,65.0,66.4,60.1
07-04,55.8,61.8,58.4,57.7,58.7,62.6,58.9,55.0,58.7,62.1,58.7,61.4,,55.0,56.0,58.5,60.7,62.0,62.6,58.7
07-05,52.2,61.4,57.5,56.3,60.7,64.7,62.4,55.5,61.5,63.5,57.9,59.9,,52.2,55.6,57.6,61.5,63.4,64.7,60.3
07-06,54.5,60.3,59.2,51.9,59.6,66.6,64.5,57.2,62.6,65.4,57.6,58.7,,51.9,54.8,58.0,61.9,65.3,66.6,59.4
07-07,58.5,56.0,57.6,52.3,58.5,64.1,61.6,55.6,60.8,67.6,58.0,59.1,,52.3,55.7,57.7,60.3,63.9,67.6,58.5
07-08,59.7,59.9,60.5,51.5,59.9,61.9,62.4,54.0,59.9,69.2,61.5,58.3,,51.5,54.5,59.8,61.2,62.4,69.2,59.9
07-09,61.6,61.2,56.9,52.8,59.8,60.5,59.3,56.0,59.8,69.7,64.3,61.6,,52.8,56.1,59.4,61.5,64.0,69.7,60.2
07-10,62.8,63.6,54.1,50.6,59.3,59.3,61.4,60.7,62.9,70.6,63.7,59.9,,50.6,54.7,59.5,62.9,63.7,70.6,61.0
07-11,62.5,56.1,55.4,53.0,54.3,58.4,58.2,62.7,65.7,70.2,63.8,60.8,,53.0,54.4,56.8,62.7,65.5,70.2,59.6
07-12,58.5,53.1,60.7,55.9,58.0,55.8,55.2,62.0,67.9,66.7,60.7,61.7,,53.1,55.3,56.5,61.4,66.2,67.9,59.6
07-13,54.0,57.0,64.8,57.9,59.5,56.6,56.2,61.1,66.8,61.4,59.5,63.9,,54.0,56.3,57.3,61.4,64.7,66.8,59.5
07-14,50.5,56.9,60.4,58.4,61.3,61.2,56.9,63.0,63.9,57.9,58.5,63.7,,50.5,56.9,58.1,61.3,63.6,63.9,59.4
07-15,50.7,56.2,56.4,58.0,63.2,64.2,59.3,62.3,62.6,58.5,60.3,64.2,,50.7,56.2,58.1,62.5,64.1,64.2,59.8
07-16,50.9,54.3,57.6,58.0,62.3,63.0,62.2,63.4,61.7,59.0,63.2,68.0,,50.9,54.7,58.3,62.8,63.3,68.0,62.0
07-17,53.2,56.7,60.4,59.2,62.2,60.8,61.6,60.7,61.7,60.5,65.2,68.3,,53.2,57.0,60.4,61.7,64.9,68.3,60.7
07-18,54.9,59.2,61.8,52.4,59.5,60.9,63.6,60.1,62.5,60.7,61.6,66.1,,52.4,55.3,59.7,61.7,63.5,66.1,60.8
07-19,55.1,58.0,61.7,52.0,59.8,59.8,58.7,61.6,64.4,58.6,64.1,64.6,,52.0,55.4,58.6,61.7,64.3,64.6,59.8
07-20,57.2,60.5,59.7,49.4,61.2,58.7,61.3,59.1,62.7,59.6,63.9,62.7,,49.4,57.4,59.3,61.2,62.7,63.9,60.1
07-21,55.6,58.4,58.5,51.9,60.8,58.4,60.0,60.0,59.5,60.9,65.1,64.4,,51.9,55.9,58.4,60.5,64.0,65.1,59.7
07-22,58.0,56.7,62.6,55.0,64.5,59.4,59.3,62.2,58.1,57.2,66.7,66.0,,55.0,56.8,58.1,62.4,65.9,66.7,59.3
07-23,56.6,55.6,65.7,55.7,65.5,60.4,62.7,60.2,54.5,59.7,65.0,66.7,,54.5,55.6,57.5,64.3,65.7,66.7,60.3
07-24,54.1,56.8,64.7,55.1,63.1,57.4,61.2,55.9,57.0,58.4,60.5,64.0,,54.1,55.2,56.8,61.0,63.9,64.7,57.9
07-25,57.4,60.5,62.3,56.0,64.4,53.3,63.8,57.9,56.0,57.9,57.1,64.4,,53.3,56.0,57.2,61.8,64.3,64.4,57.9
07-26,59.5,59.2,58.0,58.5,63.9,56.1,63.2,59.5,58.5,56.7,58.3,65.1,,56.1,56.8,58.4,59.5,63.8,65.1,58.9
07-27,58.8,53.2,58.8,57.5,66.9,58.4,62.6,57.4,59.4,57.2,58.3,65.0,,53.2,57.2,57.8,59.2,64.7,66.9,58.6
07-28,58.9,52.0,55.5,55.2,66.6,59.1,64.5,60.7,61.0,57.0,56.9,64.9,,52.0,55.3,56.9,60.9,64.8,66.6,59.0
07-29,53.7,54.5,54.6,59.0,63.6,57.6,61.7,62.7,62.9,57.6,56.9,64.2,,53.7,54.6,57.1,62.4,63.6,64.2,58.3
07-30,52.8,56.7,57.5,62.0,59.8,59.9,61.5,61.3,65.2,55.0,56.6,62.3,,52.8,55.1,56.9,61.4,62.3,65.2,59.8
07-31,53.8,59.0,57.2,59.8,58.8,59.8,64.0,53.6,65.8,55.0,56.4,57.5,,53.6,54.0,56.6,59.5,63.5,65.8,58.1
08-01,53.2,59.5,57.8,58.7,58.7,61.2,63.9,57.4,66.4,55.8,57.7,53.6,,53.2,53.9,57.5,59.3,63.6,66.4,58.2
08-02,58.2,58.2,59.2,55.6,59.0,59.9,57.9,60.9,65.5,57.6,58.1,52.6,,52.6,55.8,58.0,59.2,60.8,65.5,58.2
08-03,58.2,57.7,51.7,58.3,56.3,57.8,58.6,61.2,63.4,59.6,58.3,56.0,,51.7,56.0,57.8,58.5,61.0,63.4,58.3
08-04,53.9,57.2,52.0,59.6,55.5,57.5,62.9,62.0,63.1,62.9,59.5,57.6,,52.0,54.1,57.3,61.3,62.9,63.1,58.6
08-05,56.8,58.4,54.0,60.9,56.7,54.8,62.2,63.6,60.2,64.8,56.6,59.3,,54.0,54.9,56.7,60.7,63.4,64.8,58.8
08-06,56.0,56.5,55.1,59.3,57.7,54.4,61.4,60.5,58.0,61.8,57.6,60.9,,54.4,55.2,56.8,60.1,61.3,61.8,57.8
08-07,58.0,54.8,55.4,50.5,59.7,53.9,62.5,58.4,57.3,57.1,59.1,61.4,,50.5,53.9,55.9,58.9,61.2,62.5,57.7
08-08,59.7,54.4,56.4,53.2,59.6,56.7,64.0,56.3,58.5,60.0,61.1,59.3,,53.2,54.6,56.5,59.6,61.0,64.0,58.9
08-09,61.0,54.3,56.8,55.4,59.0,57.7,64.3,57.7,59.7,60.8,59.8,58.6,,54.3,55.6,57.7,59.8,61.0,64.3,58.8
08-10,61.2,54.8,56.4,58.0,54.4,59.0,63.9,57.6,60.4,60.1,58.0,55.5,,54.4,54.8,56.7,59.7,61.1,63.9,58.0
08-11,59.5,56.5,58.5,54.4,56.1,55.9,58.5,55.8,60.1,61.4,56.3,56.8,,54.4,55.8,56.2,58.5,60.0,61.4,56.7
08-12,58.6,56.0,54.3,54.8,57.3,55.5,58.1,56.3,60.4,61.7,55.4,53.3,,53.3,54.4,55.4,57.9,60.2,61.7,56.1
08-13,57.6,57.4,53.2,56.2,59.7,57.7,60.3,58.3,61.6,61.2,54.3,56.0,,53.2,54.5,56.6,59.3,61.1,61.6,57.7
08-14,56.4,58.2,56.5,61.2,61.3,56.2,58.6,60.3,63.5,60.2,57.3,58.6,,56.2,56.4,57.6,60.3,61.3,63.5,58.6
08-15,57.7,59.5,57.0,62.0,61.4,53.5,56.7,62.3,66.1,64.0,54.8,57.1,,53.5,54.9,57.0,61.9,63.8,66.1,58.6
08-16,59.8,60.9,58.6,63.0,59.5,53.2,57.3,61.6,68.0,61.6,55.1,57.8,,53.2,55.3,58.0,61.4,62.8,68.0,59.7
08-17,56.3,60.4,59.7,64.2,58.2,55.3,58.1,61.2,68.2,61.2,56.4,57.9,,55.3,56.3,58.0,60.9,63.9,68.2,59.0
08-18,58.0,57.7,57.2,59.0,52.8,57.6,59.6,58.7,68.9,52.8,54.2,54.9,,52.8,52.9,55.6,58.5,59.6,68.9,57.7
08-19,56.5,58.2,49.5,58.3,56.0,59.2,59.7,57.6,67.0,46.4,53.5,54.3,,46.4,49.9,54.8,58.3,59.7,67.0,57.1
08-20,55.7,58.5,50.5,61.0,57.9,56.9,62.7,59.6,66.7,51.0,53.6,55.7,,50.5,51.3,55.7,59.2,62.5,66.7,57.4
08-21,55.7,54.2,51.2,60.3,55.1,52.5,57.6,60.5,65.9,54.2,56.6,50.6,,50.6,51.3,54.2,57.3,60.5,65.9,55.4
08-22,49.6,54.1,51.2,57.8,51.7,54.6,54.4,59.6,63.0,56.2,58.7,51.4,,49.6,51.2,52.4,57.3,59.5,63.0,54.5
08-23,49.4,49.9,52.2,58.4,53.0,56.0,54.6,59.6,59.1,56.9,59.8,56.7,,49.4,50.1,53.5,57.9,59.6,59.8,56.3
08-24,54.0,51.3,52.8,60.3,53.8,53.6,56.7,59.0,61.8,57.0,58.4,54.5,,51.3,52.9,53.9,58.0,60.2,61.8,55.6
08-25,54.6,48.9,54.4,58.5,51.1,55.8,57.7,61.2,62.9,58.9,55.7,56.2,,48.9,51.4,55.0,58.2,60.9,62.9,56.0
08-26,55.9,50.4,48.1,52.8,50.3,59.8,57.5,60.2,63.5,59.0,56.3,58.2,,48.1,50.3,53.7,58.8,60.2,63.5,56.9
08-27,56.2,51.3,48.6,55.9,47.3,61.8,57.7,61.0,63.8,58.9,55.1,58.1,,47.3,48.9,55.3,58.7,61.8,63.8,57.0
08-28,57.4,55.8,52.1,57.2,52.6,61.6,54.2,56.9,61.5,59.6,57.0,59.6,,52.1,52.8,56.1,59.0,61.3,61.6,57.1
08-29,58.5,56.5,56.0,60.7,56.9,60.6,55.7,60.5,57.3,60.2,58.6,61.6,,55.7,56.0,57.0,60.4,60.7,61.6,58.6
08-30,57.0,54.5,58.2,58.1,57.5,60.4,58.1,60.7,58.3,61.3,61.1,60.9,,54.5,57.0,58.1,60.6,61.1,61.3,58.3
08-31,54.0,53.6,58.4,56.6,58.9,56.0,55.6,60.8,58.0,56.7,62.7,60.3,,53.6,54.1,56.2,58.8,60.7,62.7,57.3
09-01,53.6,53.1,58.5,56.9,53.3,58.6,55.5,61.7,50.8,50.5,62.7,49.1,,49.1,50.5,53.2,58.0,61.4,62.7,54.6
09-02,53.5,54.2,58.6,56.1,55.5,60.2,55.4,60.3,59.2,53.6,64.5,50.9,,50.9,53.5,54.6,59.0,60.3,64.5,55.8
09-03,55.6,55.3,57.7,55.5,54.0,60.0,53.1,59.0,62.3,53.0,64.0,51.5,,51.5,53.0,54.4,58.6,62.1,64.0,55.5
09-04,53.7,54.7,54.5,52.8,52.8,61.1,52.1,57.9,62.9,55.8,62.7,48.7,,48.7,52.2,53.1,57.2,62.5,62.9,54.6
09-05,55.8,56.8,54.8,51.8,49.8,60.5,50.4,59.2,64.8,58.6,64.7,50.5,,49.8,50.4,52.7,59.0,64.3,64.8,56.3
