date,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-18,23.6,19.1,23.7,25.2,23.3,15.9,33.3,32.7,29.7,30.7,33.2,9.1,14.6,12.8,21.7,22.2,,9.1,13.7,20.4,27.4,32.9,33.3,23.4
02-19,26.8,19.4,21.9,25.4,16.9,21.2,23.6,36.0,29.0,31.0,15.1,5.4,16.9,24.1,26.9,23.9,,5.4,16.0,20.3,26.1,30.0,36.0,23.8
02-20,25.2,26.1,18.9,17.8,16.4,22.3,16.5,29.3,31.5,31.2,3.5,6.9,17.5,21.8,30.5,27.2,,3.5,11.6,17.6,26.6,30.8,31.5,22.1
02-21,23.5,28.1,15.4,16.5,25.2,16.0,25.5,21.7,30.0,36.0,7.4,11.4,26.1,16.9,25.1,28.0,,7.4,13.4,16.7,25.8,29.0,36.0,24.3
02-22,25.2,32.2,10.5,18.9,32.8,13.1,27.5,15.8,23.7,27.9,11.4,11.9,29.9,25.9,15.6,13.5,,10.5,11.7,14.5,26.7,31.0,32.8,21.3
02-23,25.2,33.6,19.6,22.0,18.2,14.6,31.2,18.4,19.5,13.0,10.9,11.6,28.7,27.1,12.9,10.1,,10.1,11.2,13.8,23.6,30.0,33.6,19.0
02-24,27.0,35.0,23.1,22.0,22.1,12.1,33.6,25.7,25.6,8.6,8.7,16.8,18.4,19.4,9.1,16.7,,8.6,8.9,16.8,24.3,30.3,35.0,20.7
02-25,25.5,33.6,22.7,23.9,23.7,18.4,34.9,28.0,33.1,8.8,13.1,23.7,13.3,15.5,7.1,25.0,,7.1,10.9,16.9,25.3,33.4,34.9,23.7
02-26,25.2,30.8,21.0,25.0,14.4,11.6,34.1,21.5,34.5,14.5,21.0,27.5,22.8,20.7,11.0,23.3,,11.0,13.0,20.9,25.1,32.5,34.5,22.2
02-27,34.1,17.9,24.1,19.4,23.6,11.7,30.2,19.7,37.0,19.5,21.9,28.6,27.7,9.6,21.8,20.8,,9.6,14.8,19.6,25.9,32.1,37.0,21.8
02-28,32.8,25.2,25.3,24.2,20.4,21.5,28.9,22.2,33.5,13.9,20.0,29.9,30.4,11.4,29.6,15.9,,11.4,14.9,21.0,29.3,31.6,33.5,24.7
02-29,33.3,,,,22.3,,,,33.7,,,,32.1,,,,,11.4,14.9,21.0,29.3,31.6,33.5,24.7
03-01,32.0,35.8,26.8,28.0,15.6,29.1,28.7,23.9,35.6,16.4,22.3,31.2,28.2,22.4,34.9,18.2,,15.6,17.3,23.1,30.1,35.3,35.8,28.1
03-02,14.3,40.7,27.1,31.6,11.4,35.7,28.8,25.9,36.2,23.8,28.8,29.8,22.1,26.4,38.0,17.4,,11.4,15.8,24.9,30.7,37.1,40.7,27.9
03-03,19.0,40.6,28.6,28.2,20.1,32.4,32.3,19.0,37.9,28.2,31.3,27.9,26.5,29.6,37.3,18.7,,18.7,19.0,27.2,31.8,37.6,40.6,28.4
03-04,18.5,35.9,25.1,22.8,31.0,21.6,28.8,15.7,37.8,33.0,17.4,22.1,30.9,28.4,33.1,19.9,,15.7,17.9,21.8,30.9,34.5,37.8,26.7
03-05,13.4,22.1,22.3,28.2,35.2,25.2,30.6,22.2,38.8,30.5,14.5,27.4,34.0,31.7,27.2,22.9,,13.4,18.3,22.6,30.6,34.6,38.8,27.3
03-06,17.5,20.9,24.4,29.3,34.0,31.9,34.5,29.3,33.2,12.8,19.8,31.2,34.8,35.4,18.7,21.4,,12.8,18.1,21.2,32.5,34.6,35.4,29.3
03-07,26.4,18.4,26.6,26.7,24.4,32.8,27.0,32.6,25.2,24.0,28.6,29.8,36.2,36.9,12.9,20.2,,12.9,19.3,24.8,29.2,34.5,36.9,26.6
03-08,26.8,26.1,26.3,20.1,26.1,29.1,27.5,32.9,25.9,34.1,33.6,24.4,30.5,39.9,16.4,23.0,,16.4,21.6,26.0,29.8,33.8,39.9,26.6
03-09,25.5,23.2,26.0,28.6,33.3,25.8,35.1,31.7,29.4,37.8,34.7,20.9,30.1,30.5,19.5,24.6,,19.5,22.1,25.6,31.1,34.9,37.8,29.0
03-10,27.1,13.9,18.9,34.1,34.7,25.1,36.3,34.6,36.4,39.9,32.9,24.7,32.1,22.2,12.8,30.9,,12.8,16.4,24.9,34.3,36.3,39.9,31.5
03-11,33.3,24.5,18.3,36.3,36.3,29.0,21.4,36.5,36.7,37.0,33.7,27.0,34.4,19.7,14.4,27.4,,14.4,19.0,25.8,35.4,36.6,37.0,31.1
03-12,31.0,26.6,28.3,34.2,36.8,32.9,23.4,34.9,35.6,37.2,35.1,30.7,35.9,21.8,23.9,28.1,,21.8,23.6,28.2,35.0,36.4,37.2,32.0
03-13,30.4,26.5,24.6,33.0,37.6,37.6,29.1,35.5,34.7,38.1,37.1,19.5,30.3,21.3,27.5,28.2,,19.5,23.0,27.9,35.1,37.6,38.1,30.3
03-14,21.9,29.5,26.8,33.9,37.5,43.2,31.7,37.9,28.4,42.6,35.0,17.9,30.3,26.6,26.8,31.0,,17.9,24.3,27.6,34.4,40.2,43.2,30.6
03-15,19.9,33.0,29.6,36.5,39.4,43.2,28.0,41.8,22.7,43.9,26.0,20.5,32.0,29.2,32.0,29.7,,19.9,21.6,28.6,34.7,42.5,43.9,30.8
03-16,19.0,38.5,33.4,38.2,41.5,37.0,35.5,42.6,26.1,42.7,25.6,27.5,33.1,28.4,30.4,18.6,,18.6,22.3,27.9,37.6,42.0,42.7,33.3
03-17,21.1,39.0,38.1,24.1,37.3,29.2,29.5,43.3,32.5,43.4,26.7,29.9,33.8,29.2,26.3,15.5,,15.5,22.6,27.9,35.5,41.1,43.4,29.7
03-18,25.2,38.1,34.6,27.7,24.2,27.5,18.0,39.1,30.0,46.1,18.7,31.1,29.2,32.3,27.6,17.4,,17.4,18.3,26.4,31.7,38.6,46.1,28.5
03-19,32.9,39.7,20.8,30.7,17.9,29.9,23.9,34.8,33.7,45.7,21.0,29.8,27.9,37.8,31.2,22.8,,17.9,20.9,25.9,33.3,38.7,45.7,30.3
03-20,30.9,42.4,22.4,30.1,23.0,33.9,32.3,37.7,38.2,44.2,27.7,29.4,25.5,33.0,30.3,25.1,,22.4,24.0,28.5,33.4,40.3,44.2,30.6
03-21,28.8,41.8,33.8,29.4,34.0,25.2,33.9,40.6,42.3,43.8,34.5,29.4,25.6,20.8,24.9,24.8,,20.8,24.8,27.2,34.2,42.1,43.8,31.6
03-22,24.2,31.1,33.5,21.2,39.6,16.1,28.8,39.6,28.3,39.2,37.4,28.1,29.2,21.9,24.3,24.7,,16.1,21.6,24.5,32.3,39.4,39.6,28.5
03-23,28.8,21.8,23.0,24.8,42.5,10.9,30.0,34.4,23.1,29.9,32.6,31.7,29.1,22.3,30.0,22.9,,10.9,22.1,23.0,30.0,33.5,42.5,28.9
03-24,36.5,22.9,26.5,25.7,42.3,14.9,34.0,32.5,29.1,33.6,33.1,30.0,32.6,23.6,37.9,16.9,,14.9,19.9,26.1,33.3,37.2,42.3,31.3
03-25,38.2,24.9,28.7,22.7,43.7,23.3,37.6,29.5,25.7,33.1,28.5,31.4,32.9,23.9,42.6,9.3,,9.3,23.0,25.3,33.0,40.4,43.7,29.1
03-26,39.5,15.6,22.8,22.6,30.4,32.3,31.3,37.0,23.2,31.0,19.9,36.0,24.2,24.8,45.0,7.9,,7.9,17.8,23.0,31.8,38.3,45.0,27.6
03-27,25.7,18.6,24.1,27.8,34.5,36.4,26.3,42.8,30.9,31.6,24.3,38.9,18.9,27.9,46.4,13.4,,13.4,18.8,25.0,33.0,40.8,46.4,27.8
03-28,27.8,29.5,30.7,23.0,38.1,38.3,28.1,45.3,33.3,29.4,30.9,36.2,21.8,36.1,40.8,21.4,,21.4,22.4,28.7,36.2,39.5,45.3,30.8
03-29,35.0,22.7,39.0,24.2,38.2,38.0,36.4,42.7,24.7,34.0,32.1,24.8,25.7,33.1,33.8,31.8,,22.7,24.4,28.7,35.7,38.6,42.7,33.5
03-30,28.2,15.6,42.0,31.1,42.0,37.9,30.6,44.4,22.5,35.7,35.4,24.3,30.2,18.6,32.9,22.2,,15.6,20.4,26.3,35.5,42.0,44.4,30.8
03-31,16.5,23.9,33.1,39.3,46.6,38.6,25.2,45.6,27.2,33.2,42.0,27.1,37.9,27.9,31.4,22.7,,16.5,23.3,27.1,38.3,43.8,46.6,32.3
04-01,23.3,19.3,20.3,42.4,31.2,33.4,26.2,33.7,29.6,34.6,42.0,32.8,38.6,35.1,32.3,31.1,,19.3,21.8,30.3,34.1,40.3,42.4,32.6
04-02,31.6,29.2,22.2,46.9,25.1,32.2,22.4,25.0,34.9,31.9,36.3,34.1,19.6,43.6,37.0,35.8,,19.6,22.3,27.2,35.3,40.3,46.9,32.1
04-03,27.5,24.5,26.3,21.9,34.7,37.5,23.7,26.0,40.0,29.3,26.6,33.5,22.8,46.1,37.0,26.3,,21.9,23.2,26.2,34.1,38.8,46.1,27.1
04-04,31.8,20.8,29.0,25.8,41.1,41.1,27.9,33.9,41.4,22.5,35.5,37.1,33.8,47.5,37.5,13.4,,13.4,21.7,28.4,37.3,41.3,47.5,33.8
04-05,29.9,22.8,28.3,39.4,39.6,37.8,28.7,40.1,34.5,31.2,37.8,37.5,37.7,43.8,31.6,14.1,,14.1,25.5,30.6,37.8,39.9,43.8,36.0
04-06,31.2,29.6,18.4,32.2,22.7,35.9,29.8,36.7,38.8,39.0,39.3,35.4,35.7,25.6,27.0,18.7,,18.4,20.7,28.3,35.8,38.9,39.3,31.7
04-07,25.3,36.8,23.4,32.5,30.2,37.6,35.4,34.6,44.6,44.0,40.1,38.2,36.9,36.6,32.0,30.2,,23.4,27.8,32.3,37.3,42.0,44.6,36.0
04-08,26.6,32.2,31.6,28.5,39.9,32.3,41.5,26.8,43.9,37.4,32.4,43.8,40.2,39.1,40.3,36.1,,26.6,27.6,32.3,40.0,42.6,43.9,36.7
04-09,25.3,29.7,35.1,24.8,45.0,19.3,44.7,31.9,37.4,22.2,34.1,39.4,36.4,33.7,40.5,38.8,,19.3,23.5,30.8,38.1,42.6,45.0,34.6
04-10,21.5,35.8,38.1,23.2,47.0,24.9,43.3,37.5,37.8,30.2,41.7,24.9,35.9,39.5,29.1,41.8,,21.5,24.1,29.7,38.8,42.6,47.0,36.7
04-11,22.5,31.7,42.0,30.7,41.3,31.8,45.0,40.5,39.2,36.8,48.7,24.3,36.8,36.7,30.5,46.5,,22.5,27.4,31.7,40.9,45.7,48.7,36.8
04-12,31.0,33.0,36.8,34.7,28.4,34.0,42.8,36.6,40.7,41.8,30.5,25.9,27.3,33.7,20.2,45.1,,20.2,26.6,30.7,36.7,42.3,45.1,33.8
04-13,38.4,38.3,26.6,33.4,28.3,35.9,28.2,42.1,42.4,45.3,21.0,28.5,20.1,34.2,15.9,35.2,,15.9,20.5,28.2,37.1,42.2,45.3,33.8
04-14,44.2,36.9,32.0,25.4,28.6,27.6,28.1,37.2,36.0,36.3,30.5,38.5,22.4,30.6,26.7,25.8,,22.4,25.6,27.9,36.2,37.9,44.2,30.6
04-15,35.1,26.6,40.6,32.6,30.1,28.8,37.6,18.1,27.7,34.7,39.5,41.9,31.9,27.0,35.3,30.5,,18.1,26.8,29.4,35.2,40.0,41.9,32.3
04-16,18.6,23.4,44.0,39.7,33.8,24.1,34.0,23.4,29.8,41.2,44.1,33.8,26.4,25.6,36.3,36.6,,18.6,23.4,26.0,36.5,42.6,44.1,33.8
04-17,26.8,29.5,42.3,44.1,36.5,18.9,39.8,31.2,27.8,44.3,22.5,33.4,28.8,26.0,37.4,41.8,,18.9,24.2,28.3,38.6,43.2,44.3,32.3
04-18,39.1,35.6,43.7,39.3,38.8,21.2,44.9,38.2,30.1,42.3,28.3,40.2,34.0,33.5,42.8,34.0,,21.2,29.2,34.0,39.7,43.2,44.9,38.5
04-19,43.1,38.9,45.6,32.4,37.9,29.8,42.4,38.0,35.3,34.9,36.4,45.5,33.5,35.8,43.6,20.5,,20.5,31.1,35.1,40.7,44.5,45.6,37.2
04-20,31.3,43.0,45.1,36.8,42.5,31.5,43.1,40.1,42.6,34.0,32.5,44.3,35.5,30.5,40.4,22.1,,22.1,30.9,33.3,42.6,43.7,45.1,38.4
04-21,28.4,44.6,38.3,32.7,48.3,36.1,45.3,42.8,45.9,29.3,39.8,37.5,38.4,33.6,44.4,31.0,,28.4,30.1,34.8,43.6,45.6,48.3,38.3
04-22,38.8,46.8,28.9,29.4,51.1,34.1,44.1,39.8,48.3,34.8,44.1,36.8,39.6,34.2,36.8,29.5,,28.9,29.5,34.5,42.0,47.5,51.1,37.8
04-23,39.2,48.3,28.9,29.3,53.2,26.6,28.5,38.1,34.4,41.1,43.4,40.5,38.1,35.9,28.3,33.8,,26.6,28.4,31.6,39.9,45.8,53.2,37.0
04-24,27.0,43.8,36.7,31.3,52.9,33.2,36.6,37.7,35.6,34.3,38.5,43.4,37.2,40.7,27.3,34.4,,27.0,29.3,34.3,38.1,43.6,52.9,36.6
04-25,29.9,32.9,36.0,31.0,47.7,37.1,41.7,32.8,31.3,29.1,42.2,45.2,41.9,44.4,32.2,27.6,,27.6,29.5,31.7,41.8,44.8,47.7,34.5
04-26,30.2,25.2,37.2,23.0,43.4,40.2,32.3,30.5,30.5,32.2,46.1,44.0,45.0,34.5,39.6,37.6,,23.0,27.7,31.4,39.9,44.5,46.1,35.8
04-27,35.8,30.4,44.3,26.3,30.6,43.1,27.2,36.6,33.7,27.7,48.2,43.4,47.6,31.0,44.9,40.8,,26.3,27.4,30.8,43.3,46.2,48.2,36.2
04-28,44.3,41.3,33.8,37.0,30.9,46.7,25.1,42.5,31.9,23.4,49.5,42.3,45.3,37.4,44.5,40.0,,23.4,28.0,35.4,43.4,46.0,49.5,40.7
04-29,48.0,40.2,22.2,23.3,36.6,47.0,27.2,47.3,31.3,28.2,41.8,36.3,49.8,45.3,35.0,45.7,,22.2,25.2,33.2,45.5,47.7,49.8,38.4
04-30,32.0,43.2,25.2,21.2,45.9,41.0,30.2,48.3,31.8,34.1,31.5,33.1,51.0,51.6,36.5,48.9,,21.2,27.7,31.9,44.6,50.0,51.6,35.3
05-01,20.9,40.7,27.4,25.2,44.7,25.9,38.1,48.1,32.5,38.6,32.7,26.4,47.5,52.2,38.1,49.5,,20.9,25.5,30.0,42.7,48.8,52.2,38.1
05-02,28.7,37.2,26.7,31.8,46.9,31.7,45.9,49.1,36.8,39.5,32.7,33.4,44.3,41.3,39.9,45.3,,26.7,30.2,33.0,42.8,46.4,49.1,38.3
05-03,34.7,39.0,37.4,38.8,48.0,39.7,51.0,46.5,42.3,42.1,36.9,39.1,44.8,35.8,33.0,45.2,,33.0,35.2,38.1,43.5,47.3,51.0,39.4
05-04,41.0,38.3,38.6,34.2,48.3,41.3,51.8,42.8,47.0,47.8,42.2,41.1,38.2,39.2,30.6,40.3,,30.6,36.2,38.9,42.5,48.1,51.8,41.0
05-05,44.9,45.7,42.0,42.7,37.6,44.7,48.8,41.0,49.2,52.1,47.6,42.4,43.4,42.9,39.7,33.2,,33.2,38.6,42.2,45.3,49.0,52.1,43.2
05-06,45.0,47.1,27.2,46.9,37.0,36.8,40.3,37.7,40.9,47.9,51.4,41.5,47.8,50.2,48.3,33.5,,27.2,35.1,39.0,47.5,49.2,51.4,43.3
05-07,38.9,45.7,31.0,50.6,39.0,34.9,30.2,40.0,35.8,46.5,51.7,39.2,39.2,51.0,48.0,36.3,,30.2,32.9,37.6,46.1,50.8,51.7,39.2
05-08,36.6,38.2,40.2,45.2,44.0,35.8,33.3,37.3,34.6,44.5,51.7,33.9,42.4,37.6,41.0,41.7,,33.3,34.2,37.0,42.1,44.8,51.7,39.2
05-09,38.3,41.9,43.2,31.7,48.6,40.9,38.3,32.0,41.5,43.8,55.4,33.0,44.9,34.8,32.4,43.7,,31.7,32.2,36.6,43.5,46.7,55.4,41.2
05-10,36.4,43.2,36.9,31.3,49.8,43.4,37.7,33.7,34.0,41.8,53.0,34.8,49.0,33.8,36.8,40.6,,31.3,33.8,35.6,42.5,49.4,53.0,37.3
05-11,46.3,49.5,30.9,34.2,44.2,45.9,28.4,39.8,35.8,47.2,43.2,40.6,48.3,36.0,40.5,40.4,,28.4,32.6,37.9,45.1,47.8,49.5,40.6
05-12,31.8,48.0,30.6,40.8,45.0,50.2,26.9,45.7,43.9,50.2,38.9,45.0,48.2,42.8,34.6,42.5,,26.9,31.2,39.8,45.3,49.2,50.2,43.3
05-13,33.5,39.4,31.8,46.2,45.5,53.6,31.0,44.9,50.7,43.5,37.9,48.6,43.6,50.1,38.4,41.3,,31.0,32.7,38.9,45.8,50.4,53.6,43.6
05-14,38.9,44.9,33.7,43.7,50.2,54.9,38.6,38.1,52.7,43.4,41.8,49.2,44.2,52.3,46.4,41.7,,33.7,38.4,41.8,47.8,52.5,54.9,44.0
05-15,39.9,44.4,37.4,45.7,53.6,51.1,45.7,32.0,42.1,42.0,46.0,49.6,42.9,51.6,51.9,45.7,,32.0,38.6,42.5,47.8,51.7,53.6,45.7
05-16,46.6,47.6,43.1,38.1,50.4,50.5,49.8,33.6,37.6,38.2,49.4,45.9,45.2,49.0,54.8,48.0,,33.6,37.9,44.2,49.2,50.5,54.8,47.1
05-17,50.7,52.9,48.4,32.5,52.3,44.9,51.3,40.3,37.6,27.4,47.8,31.8,52.5,45.6,51.9,47.6,,27.4,32.2,42.6,51.0,52.4,52.9,47.7
05-18,53.7,57.1,38.2,32.3,43.9,37.8,52.3,40.0,40.9,27.2,44.2,33.4,53.5,48.9,50.4,47.0,,27.2,32.9,39.1,49.7,53.6,57.1,44.1
05-19,55.1,52.1,38.8,33.1,42.6,36.1,47.0,37.1,46.3,32.2,46.0,33.5,48.4,50.7,49.6,47.3,,32.2,33.3,38.0,47.9,51.4,55.1,46.2
05-20,57.2,50.8,45.1,34.7,49.6,37.1,47.1,40.2,48.2,38.8,45.3,31.3,35.9,50.8,34.9,47.7,,31.3,34.8,37.9,48.0,50.8,57.2,45.2
05-21,35.3,50.2,48.6,41.0,57.0,44.1,45.0,41.7,41.4,38.9,48.4,31.9,41.0,42.5,32.0,48.1,,31.9,33.6,41.0,46.5,49.4,57.0,42.1
05-22,31.1,46.0,36.0,42.4,57.3,50.5,47.0,37.1,36.6,44.3,45.4,31.0,45.6,37.8,38.6,47.8,,31.0,33.5,37.5,45.8,49.1,57.3,43.3
05-23,31.9,43.5,36.0,37.1,41.5,50.5,42.1,35.2,41.1,47.8,45.3,32.1,33.7,33.3,38.3,45.7,,31.9,32.7,35.6,42.8,46.7,50.5,39.7
05-24,33.5,43.0,29.0,36.0,40.1,46.3,42.3,38.2,40.5,53.0,51.8,35.2,36.6,38.1,40.0,48.5,,29.0,34.3,37.3,42.6,50.1,53.0,40.1
05-25,37.7,43.8,39.4,42.0,51.2,50.2,46.7,40.4,40.3,46.4,54.9,39.6,42.7,46.4,45.9,48.1,,37.7,39.5,41.2,46.6,50.7,54.9,44.8
05-26,35.7,43.1,47.3,43.4,40.3,50.9,51.2,41.4,39.0,46.7,51.1,43.0,50.5,48.7,53.3,45.8,,35.7,39.7,43.1,49.6,51.2,53.3,46.2
05-27,41.7,45.5,51.6,41.0,34.2,49.2,56.6,42.7,40.7,42.2,43.5,35.0,54.2,50.3,56.5,46.7,,34.2,37.9,41.9,49.7,55.3,56.6,44.5
05-28,45.6,48.1,48.6,42.8,41.6,40.6,56.9,43.6,44.2,46.2,42.4,36.2,57.1,54.0,51.0,48.8,,36.2,41.1,43.2,48.7,55.4,57.1,45.9
05-29,42.8,49.9,36.4,37.3,49.4,37.3,54.1,46.3,46.4,49.9,46.7,39.4,59.8,52.9,39.2,51.0,,36.4,37.3,41.1,49.9,53.5,59.8,46.6
05-30,44.8,49.8,41.6,32.0,51.1,41.0,50.6,51.7,48.5,52.5,51.0,42.2,58.4,50.7,33.5,50.0,,32.0,37.2,43.5,50.9,52.1,58.4,49.9
05-31,49.6,48.7,48.9,43.0,54.5,41.7,54.1,56.3,49.1,52.8,54.1,45.2,55.5,50.9,35.6,50.7,,35.6,42.4,48.8,53.5,55.0,56.3,50.1
06-01,53.0,47.8,47.5,50.2,57.0,47.6,50.1,56.6,51.2,48.4,47.9,47.5,57.5,54.1,42.1,47.5,,42.1,47.5,47.7,52.1,56.8,57.5,49.3
06-02,51.1,47.9,49.4,41.5,58.1,55.9,55.2,53.6,55.4,51.0,51.2,48.6,57.2,57.0,49.5,44.6,,41.5,46.3,49.4,55.3,57.1,58.1,51.1
06-03,49.3,51.4,54.3,41.0,60.6,53.4,54.1,52.8,55.1,55.3,56.3,47.0,58.4,60.3,53.3,45.4,,41.0,46.2,52.1,55.2,59.3,60.6,53.7
06-04,36.4,53.1,57.3,49.7,61.4,53.8,54.5,52.5,57.5,58.3,59.3,49.8,58.8,63.6,54.2,48.1,,36.4,48.9,52.8,57.9,60.4,63.6,54.4
06-05,36.8,50.0,56.6,55.4,49.9,52.9,53.6,44.9,61.0,58.0,59.9,51.6,59.5,61.3,52.3,50.8,,36.8,47.4,51.2,57.3,60.5,61.3,53.2
06-06,45.6,42.4,62.6,50.8,43.2,54.8,53.5,43.6,60.6,58.5,57.8,51.9,44.1,60.7,51.9,51.5,,42.4,43.4,48.2,56.3,60.6,62.6,51.9
06-07,38.0,40.9,61.0,45.5,49.0,57.7,54.7,46.0,57.6,59.9,57.4,53.4,36.8,59.9,53.2,48.8,,36.8,39.4,47.4,57.5,59.9,61.0,53.3
06-08,39.6,45.9,55.2,47.8,57.3,58.4,48.8,51.4,58.3,58.9,57.4,39.5,29.7,55.5,57.9,47.8,,29.7,39.6,47.8,57.3,58.3,58.9,53.3
06-09,47.6,45.2,59.9,44.1,51.0,62.1,50.3,55.2,61.8,58.9,59.2,42.0,38.9,57.0,61.0,48.1,,38.9,43.1,47.9,59.0,61.4,62.1,53.1
06-10,50.8,42.3,52.7,48.4,39.6,62.5,55.2,49.6,61.2,57.8,52.1,49.4,47.1,50.5,63.0,49.2,,39.6,44.7,49.3,54.0,61.8,63.0,50.7
06-11,37.1,41.1,42.8,52.1,46.9,55.1,54.2,47.3,53.0,55.1,51.8,52.9,53.7,50.8,64.7,50.1,,37.1,41.9,48.7,53.3,55.1,64.7,51.9
06-12,39.7,45.1,39.0,50.3,54.5,59.5,55.1,52.3,53.3,43.9,57.4,54.5,59.1,58.6,65.0,45.3,,39.0,41.8,47.8,56.2,59.3,65.0,53.9
06-13,47.1,46.3,38.2,49.2,58.1,60.0,56.2,55.2,46.6,42.3,62.7,54.6,55.1,62.9,52.0,45.5,,38.2,43.9,46.8,55.7,61.4,62.9,53.3
06-14,55.0,43.1,43.2,49.6,57.6,52.0,43.6,54.5,52.0,50.7,62.1,51.3,50.5,64.9,43.1,47.3,,43.1,43.1,48.4,53.3,59.9,64.9,51.0
06-15,58.2,45.5,50.2,55.2,58.2,54.5,50.7,55.8,56.1,56.1,60.6,51.5,56.6,65.9,48.1,43.3,,43.3,46.8,51.1,56.3,59.4,65.9,55.5
06-16,59.3,48.0,49.0,48.7,57.0,56.1,50.5,59.8,54.2,58.6,55.7,50.3,56.9,66.2,58.0,44.4,,44.4,48.3,50.4,57.5,59.5,66.2,55.9
06-17,60.5,43.7,43.8,44.8,62.1,57.3,44.1,60.0,56.2,57.6,55.1,47.4,43.6,66.8,62.1,48.3,,43.6,43.8,46.1,58.8,62.1,66.8,55.6
06-18,58.6,43.7,53.8,51.2,63.2,57.9,40.3,61.6,59.7,57.2,51.5,50.5,46.1,65.0,58.0,55.3,,40.3,44.9,51.4,58.3,62.4,65.0,56.2
06-19,54.2,48.9,54.7,40.3,55.2,52.4,48.1,62.2,60.9,60.7,50.6,54.9,48.0,62.7,49.3,57.3,,40.3,48.1,50.0,56.2,61.6,62.7,54.4
06-20,56.3,45.7,53.3,45.4,49.8,49.6,55.7,61.4,65.1,63.5,53.7,51.9,54.3,62.0,43.2,52.6,,43.2,45.5,50.8,56.0,62.8,65.1,53.5
06-21,59.6,46.8,53.3,50.6,60.2,53.2,57.3,65.1,65.4,64.8,60.9,41.0,58.2,62.3,50.7,51.2,,41.0,48.7,52.2,60.5,64.9,65.4,57.7
06-22,59.8,50.5,52.5,56.7,61.7,51.3,57.0,61.9,64.0,60.5,56.3,37.1,57.6,64.1,56.2,53.4,,37.1,50.9,54.8,60.1,63.0,64.1,56.8
06-23,56.8,56.3,55.8,60.9,63.3,54.1,57.3,61.3,63.5,56.3,57.4,44.7,58.4,58.3,54.1,50.1,,44.7,52.1,56.0,58.3,62.3,63.5,57.0
06-24,59.5,59.4,60.2,59.7,64.8,52.5,59.1,62.0,61.8,56.6,52.6,52.4,60.3,51.6,52.7,51.6,,51.6,52.0,52.6,59.9,61.9,64.8,59.2
06-25,60.3,57.9,58.8,58.5,62.0,55.0,60.7,62.4,55.4,58.8,57.9,56.2,59.7,50.7,54.7,55.2,,50.7,54.9,55.8,59.3,61.4,62.4,58.2
06-26,59.2,49.1,57.2,56.1,61.7,60.4,53.8,62.8,59.2,61.2,64.7,56.2,57.1,54.0,55.7,55.6,,49.1,53.9,55.9,59.8,62.2,64.7,57.2
06-27,58.8,52.7,55.6,57.4,61.6,64.6,48.5,63.4,63.0,59.6,66.0,56.4,60.3,54.9,57.4,54.3,,48.5,53.5,56.0,61.0,64.0,66.0,58.1
06-28,59.7,56.1,60.1,62.3,62.8,64.2,53.7,64.7,63.0,58.3,61.8,58.4,60.3,55.2,59.3,52.9,,52.9,54.4,58.4,62.1,63.6,64.7,59.9
06-29,59.0,58.1,59.7,57.4,62.5,66.2,59.3,64.3,58.3,54.4,55.7,59.3,40.3,51.5,59.3,50.2,,40.3,50.9,56.6,59.3,63.4,66.2,58.6
06-30,60.5,60.0,56.6,49.2,63.0,65.6,57.7,65.8,55.6,53.6,52.4,53.4,43.6,51.5,56.5,52.8,,43.6,50.3,53.1,58.9,64.3,65.8,56.0
07-01,60.6,58.2,56.9,55.7,62.1,65.9,57.6,64.0,51.1,58.8,55.7,57.0,53.5,56.2,57.3,57.2,,51.1,54.6,56.6,58.5,63.0,65.9,57.2
07-02,61.0,54.4,59.2,61.2,62.3,64.2,60.8,63.3,54.0,58.7,60.7,59.6,57.4,60.1,58.1,59.9,,54.0,55.9,59.0,60.9,62.8,64.2,60.0
07-03,62.4,54.7,55.9,63.5,62.6,64.2,59.0,64.0,55.2,60.7,61.1,58.3,56.7,63.3,59.4,61.6,,54.7,55.6,58.6,62.5,63.7,64.2,60.9
07-04,63.0,56.2,45.6,59.2,63.2,61.3,61.5,60.1,58.0,62.7,61.0,55.8,59.6,63.8,59.1,60.1,,45.6,56.0,59.2,61.4,63.1,63.8,60.1
07-05,58.1,57.2,52.8,57.2,53.6,58.3,60.0,56.9,61.4,64.3,61.6,56.0,61.9,61.9,58.8,59.3,,52.8,54.8,57.2,60.7,61.9,64.3,58.5
07-06,56.7,59.5,56.9,59.1,54.6,55.8,62.5,54.0,60.3,64.1,63.8,58.4,64.2,63.2,55.5,60.3,,54.0,55.1,56.8,61.4,64.0,64.2,59.3
07-07,56.5,60.0,53.8,58.2,56.3,55.9,63.3,50.8,58.6,63.8,62.8,55.3,60.9,65.4,58.1,59.4,,50.8,54.6,56.4,60.4,63.6,65.4,58.4
07-08,58.4,58.9,54.6,53.8,58.0,59.6,62.4,50.6,59.9,62.1,62.8,54.9,59.6,68.4,60.9,59.4,,50.6,54.2,58.2,60.4,62.6,68.4,59.5
07-09,60.3,59.0,55.3,56.2,61.6,61.8,59.2,49.6,61.3,62.5,62.9,56.4,59.9,69.0,64.4,61.6,,49.6,55.7,59.1,61.7,63.6,69.0,60.8
